Rank,Ticker,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
1,BBAI,5.005000114440918,4.900000095367432,5.03000020980835,4.849999904632568,1.11111731909231,-6.448594324140358,-2.390435976394851,-4.4834310710059775,-0.9842463513508947,-6.679029046284081,0.831600048417312,-5.088066968464455,80.38793409529794,108.264486675114,109.70745369373688,-1.64735073165886,-3.120683338862255,109.707453693737,165.75447639108813,143.41743391156706,0.0,2.722527933788915,137.38487001270028,130.2720656814146,126.3413024223065,148.95647183654012,N/A,N/A,N/A,N/A,N/A,-12.424026043162641,-5.490546743390768,-16.633848728569617,33083.0,-39.80421768955039,-18.91819028478996,950913.0,1.546076342725336,-3.6104288664015627
2,DAY,69.56999969482422,69.54000091552734,69.69000244140625,69.26000213623047,0.14394482850720416,0.10071898535858814,0.05755527414006295,-0.014381216091428992,-0.171888155542169,0.014354386031375775,0.05778808844542437,-0.33097673709812697,73.7474489184325,57.99325092805094,50.98021789047055,-6.697666766399031,-10.409669845628356,28.840294612645405,57.914612495553406,41.58291824040975,92.05298013245033,90.9446173905915,48.103925938128754,43.94014885506298,38.16896584671849,120.5589424792765,N/A,N/A,N/A,N/A,N/A,5.275907298238682,33.3182544623602,12.811252043752056,2715.0,4.90726429675425,21.422182468694096,33770.0,1.1138391520450326,1.1835205992509363
3,BL,53.77999877929688,52.61000061035156,54.220001220703125,52.4900016784668,-0.05575653824276898,0.957383737846171,-2.4837815266694,-3.7856614544098335,-0.49550458698255073,-1.2565992143988391,-2.016050070020382,-0.9622609840249116,32.13296442478715,28.92466733824891,30.65074712354985,-7.412654521392932,-10.572216768045946,28.92931995148619,48.00265899563981,41.23949463077131,7.28476821192053,3.8551034245873534,39.9782465206771,36.883027578317225,53.55726802174694,80.07191633937349,N/A,45.925979486884756,31.217663833728622,-40.2771776008669,-43.1077913394574,-14.856395041399061,-15.445869368585626,-22.906520898197094,1173.0,-25.900189513581807,7.7134986225895315,7710.0,7.847251363827108,8.119478334034497
4,AMD,161.77999877929688,162.1300048828125,164.75,160.5800018310547,2.120944735000139,-2.5656436274932806,-0.11705423412576504,-2.991683033519851,1.4532918401513344,-1.7473716625492444,2.5284170842325713,-2.4719053849394585,45.49824012413095,45.78111566077226,46.38047556343929,-18.171016272532984,-22.266826818438524,40.26681129736108,62.50957888987113,54.64702202117343,33.77483443708609,17.84754336671875,53.89065704933456,51.54457399325898,76.01473834710049,93.04209204993843,N/A,-29.986317836630068,N/A,N/A,N/A,56.108495434737,-19.921945624359765,-29.6342627836612,405514.0,-20.451888295159403,-2.410650468918083,3769567.0,2.4166865455746835,-2.259820645615629
5,COIN,305.0199890136719,302.3099975585937,308.3710021972656,301.1600036621094,1.6834976072334706,-0.7128682342112183,-0.41178021150784955,-2.1555502591826268,-0.6568736319024255,-1.2928527952044002,1.9499017889768315,-1.8031232629936782,65.80086897834828,71.28232809953191,73.0721343371232,-4.473866355380145,-5.838804342151598,73.07213433712349,97.63028690456623,84.9098589699634,0.0,3.367625513698622,76.30143137419472,84.09613029040752,62.94778050576071,64.26091808472815,N/A,-3.647033493934836,62.269760656146964,N/A,-6.632579464059719,-1.6522189478744504,-9.298364303819504,10.124353831362491,141778.0,-4.666550114982719,-13.92474228055903,1272024.0,2.4100527417922546,-0.25875777449495185
6,ENVX,9.399999618530272,9.09000015258789,9.479499816894531,9.09000015258789,0.750264688066685,-10.390850108395242,-3.091683990563708,-13.593158202958566,-1.049061666094945,-10.906959482914933,-0.6557318955606527,-12.385540697948043,74.16881915939449,85.34143594950848,80.70091745182059,-5.8416292841117805,-7.3936535372444006,80.70091745182059,97.66965087000672,91.22500296123891,0.0,0.5469386885267967,89.87380700193575,90.00993590812368,112.58677349041741,102.53915555380644,N/A,13.066057764888564,N/A,N/A,N/A,1.153132894779728,9.789893525630026,-31.885856038596827,15819.0,-31.128912882580874,-75.62219722303554,173073.0,4.874930314855661,50.43416283496597
7,AVGO,302.2900085449219,302.3900146484375,304.45001220703125,296.3999938964844,4.4757076003789855,1.5998419605264411,1.3915050127252084,0.712744262593672,1.9216031991405098,1.0857359754205718,3.2141170864529354,0.891822155379536,29.449085151133968,29.37799644085074,35.913578616727094,-18.975627299467213,-20.546909463255787,35.91357861672721,77.67429278762866,62.68402230637855,0.0,0.10856292764590467,60.71015189014632,56.67628315001576,50.73835845695761,46.25377873156939,N/A,-15.083140463629052,42.751377185677,N/A,N/A,-0.08582099133721058,-15.105314428479266,-14.82477984023052,230533.0,4.363631425027389,71.17600760343342,1913441.0,5.03070603010662,3.886625168647912
8,CRNC,9.800000190734863,9.670000076293944,9.95989990234375,9.539999961853027,-3.5433037606682927,-4.511345268123924,-1.326531754191441,-7.729002875219007,-2.065881734258121,-5.0081046402237375,-1.0373483185505576,-6.3236454481622975,101.9024036567161,90.3702299846988,93.95916348742506,-3.3008491102069786,-4.02980276029254,90.75712266814494,216.0223296749202,154.1945832995571,15.894039735099339,12.695098434656572,143.39780180754076,154.19964558720923,82.49812067700394,84.31771275510087,N/A,3.6828227976248065,N/A,N/A,N/A,-6.082125435513201,-2.410734671005332,11.46104281042112,2408.0,-58.07069475883685,10.205949656750573,42082.0,9.47165786530007,13.138862750369674
9,PAR,48.959999084472656,49.130001068115234,50.14799880981445,48.93999862670898,-2.0800018310546875,-4.635763656099767,-0.26390023923557987,-6.061182055809678,-2.0164155709412195,-4.388945509323171,-0.2446040424437689,-4.039218379002006,76.13899391909584,57.95722468892664,50.376697109448365,-6.731732166983123,-8.588408010995959,39.20123185769066,56.66363746734069,47.46961132251132,84.76821192052981,74.38734716935113,51.20733503473488,48.34257818145655,47.02432648900055,45.13017439068647,N/A,N/A,N/A,N/A,N/A,-13.746807603459848,-39.06662081376391,3.3523706204478145,676.0,1.6541353383458646,5.956112852664576,4208.0,0.8145663632007666,3.4923757993113624
10,ENPH,37.040000915527344,37.08000183105469,38.02000045776367,37.040000915527344,1.5907894833209,-1.62018747843151,0.2704226340082638,-1.2779540060870622,1.930298218311345,-1.041118506624388,3.1467587661286753,-0.9625684376041009,70.75563989460893,88.85455110061486,90.42878641812524,-0.7991647991529796,-2.8308613090864694,55.51251941611197,94.4756624754338,75.01275133906007,69.5364238410596,88.5890445637664,77.57181704677934,75.71200648604395,76.78468987778702,74.2101127353072,N/A,2.9996373885371908,N/A,N/A,N/A,0.8130530406519274,-9.025453445795605,13.644096540338225,27058.0,-12.662599657854814,0.36722430357209096,501232.0,1.1972493549390069,-3.342120436668254
