Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
OPEN,6.25,13.12,25.03,#FFFFFF,#FFFFFF,#FFFFFF
CABO,74.74,145.8,192.65,#FFFFFF,#FFFFFF,#FFFFFF
SATS,32.55,34.89,32.41,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,40.34,37.78,65.22,#FFFFFF,#FFFFFF,#FFFFFF
INVA,110.69,89.26,102.27,#FFFFFF,#FFFFFF,#FFFFFF
IONS,57.24,52.79,66.8,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,3687.5,3171.87,12718.75,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,67.32,95.51,112.57,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,150.03,200.71,202.57,#FFFFFF,#FFFFFF,#FFFFFF
AORT,73.14,59.88,62.04,#FFFFFF,#FFFFFF,#FFFFFF
RUN,35.99,41.47,119.74,#FFFFFF,#FFFFFF,#FFFFFF
DAY,82.43,83.59,86.11,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,92.52,75.87,94.42,#FFFFFF,#FFFFFF,#FFFFFF
ZD,86.21,114.33,134.4,#FFFFFF,#FFFFFF,#FFFFFF
SABR,142.78,190.37,172.19,#FFFFFF,#FFFFFF,#FFFFFF
HAE,132.2,124.96,145.77,#FFFFFF,#FFFFFF,#FFFFFF
WK,85.97,115.28,96.45,#FFFFFF,#FFFFFF,#FFFFFF
RNG,88.74,89.62,96.77,#FFFFFF,#FFFFFF,#FFFFFF
DDD,83.86,117.94,110.76,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,147.19,195.09,199.38,#FFFFFF,#FFFFFF,#FFFFFF
NEO,87.81,125.0,206.03,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,134.89,112.62,229.38,#FFFFFF,#FFFFFF,#FFFFFF
FLR,121.63,93.25,111.9,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,98.14,77.59,67.93,#FFFFFF,#FFFFFF,#FFFFFF
XRX,149.02,153.04,261.17,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,53.65,254.51,374.25,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,141.85,134.02,129.15,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,97.35,124.31,136.63,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,123.98,459.86,716.79,#FFFFFF,#FFFFFF,#FFFFFF
MTH,79.41,89.73,126.49,#FFFFFF,#FFFFFF,#FFFFFF
PAR,141.21,139.69,127.17,#FFFFFF,#FFFFFF,#FFFFFF
SPB,96.74,130.93,169.33,#FFFFFF,#FFFFFF,#FFFFFF
MP,55.87,42.21,21.73,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,91.27,99.29,171.38,#FFFFFF,#FFFFFF,#FFFFFF
IIIV,81.29,81.52,72.65,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,104.71,115.09,98.67,#FFFFFF,#FFFFFF,#FFFFFF
GMED,98.98,124.86,118.74,#FFFFFF,#FFFFFF,#FFFFFF
TVTX,60.01,88.2,57.44,#FFFFFF,#FFFFFF,#FFFFFF
MODG,87.96,67.85,106.81,#FFFFFF,#FFFFFF,#FFFFFF
ENPH,92.8,165.59,292.08,#FFFFFF,#FFFFFF,#FFFFFF
IART,80.68,151.53,116.0,#FFFFFF,#FFFFFF,#FFFFFF
DOCN,78.2,101.99,113.0,#FFFFFF,#FFFFFF,#FFFFFF
SEDG,55.09,58.61,68.0,#FFFFFF,#FFFFFF,#FFFFFF
CHGG,94.81,48.05,119.48,#FFFFFF,#FFFFFF,#FFFFFF
NSIT,107.53,126.09,168.22,#FFFFFF,#FFFFFF,#FFFFFF
CFLT,124.69,141.63,104.57,#FFFFFF,#FFFFFF,#FFFFFF
BOX,110.38,94.98,102.56,#FFFFFF,#FFFFFF,#FFFFFF
WIX,91.56,100.45,91.32,#FFFFFF,#FFFFFF,#FFFFFF
CYTK,63.64,84.98,109.29,#FFFFFF,#FFFFFF,#FFFFFF
LCID,111.54,126.59,204.41,#FFFFFF,#FFFFFF,#FFFFFF
PEP,89.21,101.08,118.97,#FFFFFF,#FFFFFF,#FFFFFF
HALO,69.06,83.62,81.01,#FFFFFF,#FFFFFF,#FFFFFF
LIVN,78.89,72.64,86.32,#FFFFFF,#FFFFFF,#FFFFFF
PLUG,71.71,103.95,128.95,#FFFFFF,#FFFFFF,#FFFFFF
DVAX,106.16,144.95,118.7,#FFFFFF,#FFFFFF,#FFFFFF
PCG,87.55,110.25,127.32,#FFFFFF,#FFFFFF,#FFFFFF
FARO,99.52,66.47,39.76,#FFFFFF,#FFFFFF,#FFFFFF
PRGS,151.34,132.12,138.27,#FFFFFF,#FFFFFF,#FFFFFF
RPAY,77.93,99.83,136.84,#FFFFFF,#FFFFFF,#FFFFFF
ARRY,96.87,78.1,88.92,#FFFFFF,#FFFFFF,#FFFFFF
BHR,83.22,95.89,96.71,#FFFFFF,#FFFFFF,#FFFFFF
TTGT,111.73,244.05,410.55,#FFFFFF,#FFFFFF,#FFFFFF
VREX,68.76,115.22,104.6,#FFFFFF,#FFFFFF,#FFFFFF
IRWD,48.09,113.74,348.85,#FFFFFF,#FFFFFF,#FFFFFF
WGO,92.88,102.45,162.21,#FFFFFF,#FFFFFF,#FFFFFF
VERI,39.68,73.73,91.42,#FFFFFF,#FFFFFF,#FFFFFF
SKIN,60.47,52.17,59.29,#FFFFFF,#FFFFFF,#FFFFFF
RTX,94.85,86.01,74.93,#FFFFFF,#FFFFFF,#FFFFFF
MRK,94.53,112.41,135.34,#FFFFFF,#FFFFFF,#FFFFFF
NRG,92.02,59.21,48.41,#FFFFFF,#FFFFFF,#FFFFFF
HLX,114.15,139.71,152.41,#FFFFFF,#FFFFFF,#FFFFFF
KHC,97.12,111.07,128.92,#FFFFFF,#FFFFFF,#FFFFFF
ATI,111.24,68.74,81.13,#FFFFFF,#FFFFFF,#FFFFFF
CBRL,117.49,80.61,75.15,#FFFFFF,#FFFFFF,#FFFFFF
NBR,82.13,103.82,147.8,#FFFFFF,#FFFFFF,#FFFFFF
GPN,89.05,114.59,128.36,#FFFFFF,#FFFFFF,#FFFFFF
NOG,122.04,117.13,128.24,#FFFFFF,#FFFFFF,#FFFFFF
INN,81.35,96.63,106.28,#FFFFFF,#FFFFFF,#FFFFFF
NMFC,97.9,102.81,104.66,#FFFFFF,#FFFFFF,#FFFFFF
VSH,99.87,112.9,118.66,#FFFFFF,#FFFFFF,#FFFFFF
