Rank,Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
1,SATS,35.630372137364944,37.90830648653718,37.120341997978755,71.88999938964844,69.80000305175781,72.05500030517578,69.13999938964844,0.0,-13.904192347726422,0.0,-12.629861578391765,0.0,-15.229411405675553,0.0,-13.031447308618318,170.43005232028855,135.3947003750354,137.73872197954503,0.5037815259211842,0.8540564677171772,43.71996651172716,137.73872197954503,73.5089271448311,99.75062344139651,99.85658198831088,108.96725632009696,97.33676163343124,147.62083053297152,81.60575997972133,32.57733210814237,26.326368259194954,52.68832365925176,-11.457901502102159,-9.311228918740277,53.13606677760118,44.147310113321794,-9.882108553426491,48455.0,15.921052631578947,19.144803167031398,464699.0,0.7868636283782757,7.616544313471203,538.0
2,CABO,73.83002764957352,149.97363919670468,193.71680712802558,166.22000122070312,170.72999572753906,170.82899475097656,165.52000427246094,0.0,2.731766431136228,0.0,7.573554599706053,0.0,5.287516025255201,0.0,5.279228461591467,67.90688105628251,66.88838231581012,110.39977381705444,0.5037815259211952,2.0392890088331126,36.70167711571596,110.39977381705448,59.33486598022526,99.75062344139651,97.07758205613408,90.06392223966748,79.53590488667197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,TPIC,4241.3794981597175,2879.3103536867857,15068.965556221863,0.0302000008523464,0.0289999991655349,0.0390000008046627,0.0260000005364418,0.0,-11.176472908485007,0.0,-6.451614066167818,0.0,11.428573253203428,0.0,-10.344823156610481,523.5591244220731,379.7663305613436,305.25910425315186,0.5037815259212155,1.1599018592775219,87.01433444203195,305.25910425315186,133.85359271234378,99.75,99.98339629344031,240.1695012480825,222.0089084769488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,INVA,110.96173172263957,89.29679587129046,101.91312786435142,19.63999938964844,19.34000015258789,19.725000381469727,19.239999771118164,0.0,-2.288562104930915,0.0,-2.667341038048772,0.0,-2.109177395069117,0.0,-2.4835265204604475,30.21762517545556,26.9569324587526,23.846695901472813,0.5037815259223697,1.6096196002898782,15.440603111454761,23.91781619813971,19.149561416978152,99.50124688279301,97.17141017929958,20.87762089602991,19.832676232069318,64.42845266932258,71.53052514304478,0.21234084909179432,57.94573904359216,N/A,N/A,N/A,14.706677925510544,19.50181251624403,-40.58175676784977,171.0,0.0,-5.0,2283.0,0.0,0.04382120946538125,16.0
5,IONS,60.36043243979059,53.67365340374717,67.69958289365651,61.02999877929688,61.31499862670898,61.540000915527344,60.665000915527344,0.0,-5.482423621276701,0.0,-4.195314645767223,0.0,-4.906120068037958,0.0,-3.4995636748595222,93.83826647855052,71.24699929229728,58.9337096843059,0.5037815259224115,1.2594008268457226,30.080166099861117,59.487079047694365,40.007564660272344,99.50124688279301,99.91666869733108,55.34350949183244,50.42473727164428,92.48431818611647,N/A,N/A,N/A,N/A,N/A,N/A,64.71119478105393,3.9512821069325943,-33.550608501810565,1948.0,-20.29459901800327,-34.6747149564051,58573.0,0.1967224331999042,3.8638862290314573,114.0
6,GPRO,37.29613931749661,36.09442266274064,57.93991708354106,2.400000095367432,2.3299999237060547,2.440000057220459,2.220000028610229,0.0,45.45455333615151,0.0,42.94478101363147,0.0,43.52941110472368,0.0,39.62264037774496,140.43013655067048,136.14864515214418,117.95921979143895,0.5037815259211548,4.91002324174972,49.35301959073332,118.3880861751778,69.07084271864454,99.50124688279301,99.92686099964627,103.1216752636773,94.0126752852738,163.4108000610813,N/A,N/A,N/A,N/A,N/A,N/A,-5.7136958103214734,-12.138245748241381,-45.451580269642335,21622.0,5.155140550530104,297.9753359101785,263669.0,-1.1461199883026028,12.956140275719072,60.0
7,OPEN,6.502241909752046,13.45291521771251,26.457397700789603,9.800000190734863,8.920000076293945,9.81999969482422,8.8100004196167,0.0,54.08805007869687,0.0,52.21842786792522,0.0,52.72161674942847,0.0,58.16876387974903,256.7999314807003,238.4857159362724,203.1892046464,0.5037815259211614,12.016242132873426,66.58193053153745,205.00188744957973,91.56377988961744,99.00249376558602,99.99503286673293,161.94095291043965,142.71384048470938,214.85519949506306,N/A,N/A,N/A,184.0679511070718,1.3669813545773484,10.646944946790873,6.168781752644925,27.566588827121336,-11.665994848663075,2067233.0,134.07919975903997,179.50991898235785,3458674.0,6.63972724295985,16.71267786525586,295.0
8,MNKD,70.94972111685388,97.20670207515629,122.1601505136078,5.340000152587891,5.369999885559082,5.400000095367432,5.25,0.0,-2.7322336026203984,0.0,-3.5906692987163833,0.0,-3.7433160989145535,0.0,-3.3149140705165783,93.25514742789753,73.87841331061865,64.8903272416053,0.5037815259219534,0.927317479478577,32.88638227152268,64.90982788483433,44.70038764200849,99.00249376558602,97.72415046028411,52.40717486299845,48.14579960348404,77.4217389558588,N/A,N/A,N/A,56.55200940251598,-3.213428056862594,31.084116515151507,13.164265663472237,-9.027171085258907,-12.531411714253494,2524.0,-6.794682422451995,20.133269871489766,91608.0,0.03494365335895868,-0.10032715376226828,57.0
9,MLAB,142.80980644991558,191.89046791937037,187.8255015569438,66.43000030517578,64.95999908447266,66.43000030517578,63.0,0.0,8.333334370161253,0.0,9.130613052115331,0.0,7.300921448722329,0.0,5.971403181669229,107.62209763455988,86.26384420679764,72.18377005496173,0.5037815259206716,2.569814101430388,44.725821963349475,74.4225942140321,55.1966415195266,96.00997506234414,99.79073913211558,64.10858660156455,61.66707520430844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,ETSY,93.08197168674022,75.92997934053444,91.04527906330914,57.810001373291016,59.40999984741211,59.650001525878906,55.95000076293945,0.0,4.143403208977589,0.0,2.749913803147633,0.0,2.1229270359632366,0.0,1.7272741144353694,58.89346893769773,53.03549527834094,49.0941351321238,0.5037815259214118,0.4964692828374341,37.287570087188776,51.84004671749418,44.475824652230955,95.76059850374065,91.56087760190115,48.40255333359134,46.39412832869869,70.48968749252879,57.31373032214252,-1.7170049750071774,8.613875289948409,53.932902773495094,1.5000920410373821,3.1776796901472975,5.395983161233465,21.31509920797261,-21.395552360404984,30767.0,21.555845284658844,41.63981217199153,381373.0,2.6404745372239358,6.831360333458456,336.0
