Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,5576.58,5475.01,5576.58,5430.05,0.0,0.23,0.0,0.0,0.0,0.23,0.0,1.02,,,,
AXON,"Axon Enterprise, Inc.",760.79,750.67,766.63,750.65,0.0,3.28,0.0,0.42,0.0,2.09,0.0,2.23,,,,
SPOT,Spotify Technology S.A.,715.0,704.06,715.0,693.7,0.0,-0.8,0.0,-0.0,0.0,-1.24,0.0,-0.9,,,,
TYL,"Tyler Technologies, Inc.",540.11,534.67,541.29,532.9,0.0,-3.03,0.0,-2.06,0.0,-3.06,0.0,-2.03,,,,
MSFT,Microsoft Corporation,516.88,509.04,517.23,508.6,0.0,2.76,0.0,1.73,0.0,2.78,0.0,2.39,SENIOR_NORE_14,8.18,12.06,20.76
HUBS,"HubSpot, Inc.",506.52,502.55,506.29,498.92,0.0,1.3,0.0,2.73,0.0,-0.41,0.0,2.15,,,,
CYBR,CyberArk Software Ltd.,472.7,475.94,478.14,470.67,0.0,0.42,0.0,1.51,0.0,-0.51,0.0,1.21,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",465.21,461.24,467.28,457.99,0.0,-2.78,0.0,-1.72,0.0,-2.66,0.0,-0.75,,,,
TSLA,"Tesla, Inc.",414.49,421.62,423.25,411.43,0.0,18.19,0.0,21.23,0.0,18.78,0.0,18.89,SENIOR_NORE_14,24.5,45.62,70.22
CMI,Cummins Inc.,415.0,415.44,416.92,410.21,0.0,4.76,0.0,2.51,0.0,2.73,0.0,3.63,SENIOR_NORE_14,12.35,26.32,48.9
CMI,Cummins Inc.,415.0,415.44,416.92,410.21,0.0,4.76,0.0,2.51,0.0,2.73,0.0,3.63,SENIOR_NORE,12.35,26.32,48.9
AVGO,Broadcom Inc.,365.42,360.0,365.69,356.99,0.0,3.96,0.0,-2.59,0.0,-1.95,0.0,1.84,SENIOR_NORE_14,19.02,49.92,97.76
AVGO,Broadcom Inc.,365.42,360.0,365.69,356.99,0.0,3.96,0.0,-2.59,0.0,-1.95,0.0,1.84,SENIOR_NORE_14,10.1,20.55,33.77
AVGO,Broadcom Inc.,365.42,360.0,365.69,356.99,0.0,3.96,0.0,-2.59,0.0,-1.95,0.0,1.84,SENIOR_NORE,19.03,49.96,97.77
V,Visa Inc.,336.24,340.03,340.54,333.47,0.0,-1.86,0.0,0.56,0.0,-0.6,0.0,-0.88,,,,
MSTR,MicroStrategy Incorporated,329.0,335.09,335.4,324.84,0.0,-1.09,0.0,2.65,0.0,-1.35,0.0,0.9,,,,
