Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,,5548.0,,,,,,,,,,,,,,
SPOT,Spotify Technology S.A.,,716.53,,,,,,,,,,,,,,
AXON,"Axon Enterprise, Inc.",,708.84,,,,,,,,,,,,,,
TYL,"Tyler Technologies, Inc.",,529.72,,,,,,,,,,,,,,
HUBS,"HubSpot, Inc.",,517.76,,,,,,,,,,,,,,
MSFT,Microsoft Corporation,,511.46,,,,,,,,,,,SENIOR_NORE_14,8.18,12.06,20.76
CYBR,CyberArk Software Ltd.,,480.45,,,,,,,,,,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",,446.4,,,,,,,,,,,,,,
TSLA,"Tesla, Inc.",,440.4,,,,,,,,,,,SENIOR_NORE_14,24.5,45.62,70.22
CMI,Cummins Inc.,,418.04,,,,,,,,,,,SENIOR_NORE,12.35,26.32,48.9
CMI,Cummins Inc.,,418.04,,,,,,,,,,,SENIOR_NORE_14,12.35,26.32,48.9
IDCC,"InterDigital, Inc.",,345.05,,,,,,,,,,,,,,
V,Visa Inc.,,337.37,,,,,,,,,,,,,,
AVGO,Broadcom Inc.,,334.53,,,,,,,,,,,SENIOR_NORE_14,10.1,20.55,33.77
AVGO,Broadcom Inc.,,334.53,,,,,,,,,,,SENIOR_NORE,19.03,49.96,97.77
AVGO,Broadcom Inc.,,334.53,,,,,,,,,,,SENIOR_NORE_14,19.02,49.92,97.76
RCL,Royal Caribbean Cruises Ltd.,,326.89,,,,,,,,,,,SENIOR_NORE_14,24.49,50.22,72.76
RCL,Royal Caribbean Cruises Ltd.,,326.89,,,,,,,,,,,SENIOR_NORE,60.0,103.58,152.63
MDB,"MongoDB, Inc.",,318.41,,,,,,,,,,,,,,
PODD,Insulet Corporation,,318.0,,,,,,,,,,,,,,
JPM,JPMorgan Chase & Co.,,316.06,,,,,,,,,,,SENIOR_NORE_14,20.22,28.94,38.68
JPM,JPMorgan Chase & Co.,,316.06,,,,,,,,,,,SENIOR_NORE,20.22,28.94,38.68
COIN,"Coinbase Global, Inc.",,312.59,,,,,,,,,,,,,,
NVMI,Nova Ltd.,,309.76,,,,,,,,,,,,,,
MSTR,MicroStrategy Incorporated,,309.06,,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",,294.65,,,,,,,,,,,,,,
IBM,International Business Machines Corporation,,284.31,,,,,,,,,,,SENIOR_NORE_14,11.05,22.42,36.28
IBM,International Business Machines Corporation,,284.31,,,,,,,,,,,SENIOR_NORE,11.76,23.98,37.92
CHTR,"Charter Communications, Inc.",,273.4,,,,,,,,,,,SENIOR_NORE,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",,273.4,,,,,,,,,,,SENIOR_NORE_14,51.75,117.53,191.14
CHTR,"Charter Communications, Inc.",,273.4,,,,,,,,,,,SENIOR_NORE_14,37.57,90.49,157.81
CHTR,"Charter Communications, Inc.",,273.4,,,,,,,,,,,SENIOR_NORE,50.04,120.51,198.89
BURL,"Burlington Stores, Inc.",,263.68,,,,,,,,,,,,,,
TTWO,"Take-Two Interactive Software, Inc.",,256.12,,,,,,,,,,,SENIOR_NORE_14,17.0,45.17,75.22
GWRE,"Guidewire Software, Inc.",,230.39,,,,,,,,,,,,,,
EXPE,"Expedia Group, Inc.",,222.87,,,,,,,,,,,SENIOR_NORE_14,10.3,29.96,55.34
EXPE,"Expedia Group, Inc.",,222.87,,,,,,,,,,,SENIOR_NORE,11.21,31.44,57.43
BA,Boeing Company (The),,221.26,,,,,,,,,,,SENIOR_NORE,13.43,18.6,25.72
BA,Boeing Company (The),,221.26,,,,,,,,,,,SENIOR_NORE_14,13.43,18.55,25.61
BA,Boeing Company (The),,221.26,,,,,,,,,,,SENIOR_NORE,37.85,65.43,91.08
BA,Boeing Company (The),,221.26,,,,,,,,,,,SENIOR_NORE_14,23.76,41.24,60.73
