Open,High,Low,Close
0.35899999737739563,0.35899999737739563,0.35899999737739563,0.35899999737739563
0.3199999928474426,0.3199999928474426,0.25,0.25999999046325684
0.2800000011920929,0.36649999022483826,0.22990000247955322,0.25
0.2199999988079071,0.24279999732971191,0.17900000512599945,0.2198999971151352
0.20000000298023224,0.23499999940395355,0.1835000067949295,0.1835000067949295
0.18799999356269836,0.2199999988079071,0.15219999849796295,0.1779399961233139
0.21490000188350677,0.21490000188350677,0.16050000488758087,0.16509999334812164
0.16990000009536743,0.18000000715255737,0.16009999811649323,0.17000000178813934
0.17020000517368317,0.17020000517368317,0.15000000596046448,0.17000000178813934
0.20000000298023224,0.20000000298023224,0.1599999964237213,0.1599999964237213
0.17000000178813934,0.17000000178813934,0.15000000596046448,0.15000000596046448
0.15000000596046448,0.17000000178813934,0.10999999940395355,0.11999999731779099
0.11999999731779099,0.11999999731779099,0.019999999552965164,0.05392000079154968
0.05000000074505806,0.05999999865889549,0.04399999976158142,0.04495000094175339
0.04594000056385994,0.04594000056385994,0.03999999910593033,0.03999999910593033
0.05350000038743019,0.05990000069141388,0.03824000060558319,0.05000000074505806
0.04019999876618385,0.05990000069141388,0.04019999876618385,0.059700001031160355
0.04019999876618385,0.05999999865889549,0.039900001138448715,0.05999999865889549
0.05979999899864197,0.05999999865889549,0.029999999329447746,0.04960000142455101
0.06599999964237213,0.07000000029802322,0.048900000751018524,0.048900000751018524
0.03999999910593033,0.08693999797105789,0.03999999910593033,0.08693999797105789
0.04560000076889992,0.07980000227689743,0.04560000076889992,0.07689999788999557
0.04540000110864639,0.07989999651908875,0.04540000110864639,0.05999999865889549
0.051100000739097595,0.07989999651908875,0.051100000739097595,0.051100000739097595
0.054999999701976776,0.06697999686002731,0.054999999701976776,0.05510000139474869
0.0551999993622303,0.055799998342990875,0.05510000139474869,0.05510000139474869
0.054999999701976776,0.05990000069141388,0.054999999701976776,0.05510000139474869
0.05510000139474869,0.05990000069141388,0.052000001072883606,0.052000001072883606
