Open,High,Low,Close
3.940000057220459,3.9800000190734863,3.7750000953674316,3.9000000953674316
3.9000000953674316,3.9486000537872314,3.4200000762939453,3.609999895095825
3.5899999141693115,3.5899999141693115,3.4800000190734863,3.484999895095825
3.4600000381469727,3.505000114440918,3.3499999046325684,3.4800000190734863
3.5199999809265137,3.8399999141693115,3.4800000190734863,3.7300000190734863
3.690000057220459,3.9100000858306885,3.680000066757202,3.759999990463257
3.7699999809265137,4.150000095367432,3.7699999809265137,4.070000171661377
4.110000133514404,4.478400230407715,4.031499862670898,4.380000114440918
4.400000095367432,4.489999771118164,4.230000019073486,4.369999885559082
4.380000114440918,4.639999866485596,4.289999961853027,4.369999885559082
4.550000190734863,4.599999904632568,4.239999771118164,4.579999923706055
4.539999961853027,4.650000095367432,4.320000171661377,4.420000076293945
4.489999771118164,4.5,4.190000057220459,4.46999979019165
4.510000228881836,4.599999904632568,4.420000076293945,4.550000190734863
4.559999942779541,4.590000152587891,4.429999828338623,4.449999809265137
4.539999961853027,4.55049991607666,4.079999923706055,4.28000020980835
4.380000114440918,4.599999904632568,4.289999961853027,4.53000020980835
4.559999942779541,4.599999904632568,4.385000228881836,4.550000190734863
4.5,4.699999809265137,4.440000057220459,4.489999771118164
4.440000057220459,4.559999942779541,4.21999979019165,4.420000076293945
4.389999866485596,4.409999847412109,4.239999771118164,4.309999942779541
4.400000095367432,4.559999942779541,4.309999942779541,4.46999979019165
4.489999771118164,4.489999771118164,4.309999942779541,4.429999828338623
4.420000076293945,4.53000020980835,4.289999961853027,4.519999980926514
4.510000228881836,4.570000171661377,4.369999885559082,4.380000114440918
4.349999904632568,4.349999904632568,4.199999809265137,4.28000020980835
4.230000019073486,4.679999828338623,4.230000019073486,4.599999904632568
4.630000114440918,5.150000095367432,4.510000228881836,4.920000076293945
4.920000076293945,5.090000152587891,4.699999809265137,4.78000020980835
4.78000020980835,5.0,4.599999904632568,4.699999809265137
4.630000114440918,4.644999980926514,4.179999828338623,4.230000019073486
4.269999980926514,4.550000190734863,4.170000076293945,4.275000095367432
4.260000228881836,4.309999942779541,3.865000009536743,3.9200000762939453
3.880000114440918,3.950000047683716,3.5713999271392822,3.5999999046325684
3.5299999713897705,3.5999999046325684,3.3215999603271484,3.3399999141693115
3.4000000953674316,3.450000047683716,3.2799999713897705,3.4000000953674316
3.4700000286102295,3.609999895095825,3.380000114440918,3.4600000381469727
3.5,3.694999933242798,3.440000057220459,3.5299999713897705
3.5199999809265137,3.5199999809265137,3.359999895095825,3.380000114440918
3.369999885559082,3.565000057220459,3.309999942779541,3.4200000762939453
3.4200000762939453,3.440000057220459,3.309999942779541,3.4049999713897705
3.4100000858306885,3.509999990463257,3.359999895095825,3.450000047683716
3.4700000286102295,3.700000047683716,3.450000047683716,3.5299999713897705
3.5,3.7609000205993652,3.4649999141693115,3.7300000190734863
3.4000000953674316,3.4100000858306885,2.6700000762939453,2.9600000381469727
3.0299999713897705,3.078900098800659,2.7699999809265137,2.7950000762939453
2.9000000953674316,3.0,2.5,2.815000057220459
2.8399999141693115,2.8399999141693115,2.559999942779541,2.5999999046325684
2.5399999618530273,2.549999952316284,2.130000114440918,2.2699999809265137
2.3499999046325684,2.4000000953674316,2.109999895095825,2.119999885559082
2.1700000762939453,2.5299999713897705,2.1700000762939453,2.380000114440918
2.2799999713897705,2.2799999713897705,2.140000104904175,2.1700000762939453
2.25,2.25,2.009999990463257,2.059999942779541
2.049999952316284,2.1600000858306885,1.9600000381469727,2.0199999809265137
2.0199999809265137,2.0409998893737793,1.9299999475479126,2.0
1.9800000190734863,2.0199999809265137,1.9199999570846558,1.9500000476837158
1.940000057220459,2.109999895095825,1.940000057220459,2.0199999809265137
2.109999895095825,2.2300000190734863,2.075000047683716,2.140000104904175
