Ticker,Date,Open,High,Low,Close,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252,Vol_of_Vol_100d,Vol_of_Vol_100d_Percentile,Kurtosis_100d
,,7.857142925262451,9.011628150939941,7.807309150695801,8.770764350891113,,,,,,,,
,,8.737542152404785,8.85382080078125,8.446844100952148,8.737542152404785,,,,,,,,
,,8.720930099487305,8.95348834991455,8.571429252624512,8.621261596679688,,,,,,,,
,,8.571429252624512,8.671095848083496,8.504982948303223,8.654484748840332,,,,,,,,
,,8.621261596679688,8.83720874786377,8.413620948791504,8.83720874786377,,,,,,,,
,,8.820597648620605,8.870431900024414,8.60465145111084,8.720930099487305,,,,,,,,
,,8.870431900024414,9.202657699584961,8.762457847595215,9.169434547424316,,,,,,,,
,,9.036544799804688,9.04485034942627,8.803986549377441,8.887042999267578,,,,,,,,
,,8.95348834991455,9.019933700561523,8.687707901000977,8.70431900024414,,,,,,,,
,,8.720930099487305,9.086379051208496,8.66279125213623,8.687707901000977,,,,,,,,
,,8.820597648620605,9.04485034942627,8.573089599609375,8.85382080078125,,,,,,,,
,,8.770764350891113,8.95348834991455,8.629568099975586,8.671095848083496,,,,,,,,
,,8.720930099487305,8.95348834991455,8.554817199707031,8.920266151428223,,,,,,,,
,,8.970100402832031,9.136213302612305,8.928570747375488,9.003321647644043,,,,,,,,
,,8.95348834991455,9.036544799804688,8.70431900024414,8.870431900024414,,,,,,,,
,,9.019933700561523,9.078072547912598,8.845515251159668,9.019933700561523,,,,,,,,
,,9.136213302612305,9.767441749572754,9.094683647155762,9.700997352600098,,,,,,,,
,,9.534884452819824,9.858803749084473,9.352158546447754,9.368770599365234,,,,,,,,
,,9.352158546447754,9.418604850769043,9.073089599609375,9.169434547424316,,,,,,,,
,,9.10299015045166,9.335548400878906,9.094683647155762,9.269103050231934,,,,,,,,
,,9.235879898071289,9.285714149475098,9.10299015045166,9.169434547424316,,,,,,,,
,,9.235879898071289,9.302326202392578,9.094683647155762,9.269103050231934,,,,,,,,
,,9.202657699584961,9.29401969909668,9.003321647644043,9.219268798828125,,,,,,,,
,,9.202657699584961,9.25249195098877,8.75415325164795,9.053155899047852,,,,,,,,
,,9.053155899047852,9.119601249694824,8.803986549377441,8.803986549377441,,,,,,,,
,,8.720930099487305,9.003321647644043,8.612957000732422,8.986710548400879,,,,,,,,
,,8.986710548400879,9.219268798828125,8.79568099975586,8.936877250671387,,,,,,,,
,,8.920266151428223,8.995017051696777,8.774085998535156,8.95348834991455,,,,,,,,
,,8.95348834991455,9.50166130065918,8.95348834991455,9.451827049255371,,,,,,,,
,,9.426910400390625,9.700997352600098,9.426910400390625,9.568105697631836,,,,,,,,
,,9.468439102172852,9.584717750549316,9.410299301147461,9.50166130065918,40.387677062234665,,,,,,,
,,9.518272399902344,9.60132884979248,9.269103050231934,9.335548400878906,40.7775339216003,,,,,,,
,,9.335548400878906,9.360465049743652,9.109635353088379,9.25249195098877,40.64949369178794,,,,,,,
,,9.169434547424316,9.493354797363281,9.169434547424316,9.468439102172852,41.09025065278698,,,,,,,
,,9.435215950012207,9.54485034942627,9.310630798339844,9.368770599365234,40.91120367836792,,,,,,,
,,9.368770599365234,9.485050201416016,9.169434547424316,9.235879898071289,40.94588681004445,,,,,,,
,,9.451827049255371,9.468439102172852,8.970100402832031,9.119601249694824,38.48918915704567,,,,,,,
,,9.202657699584961,9.335548400878906,9.04485034942627,9.053155899047852,37.41827639665683,,,,,,,
,,8.986710548400879,9.343853950500488,8.945182800292969,9.318937301635742,37.72115636939598,,,,,,,
,,9.318937301635742,9.551494598388672,9.285714149475098,9.285714149475098,37.740238829504314,,,,,,,
,,8.903654098510742,8.995017051696777,8.305647850036621,8.421927452087402,47.19271169030389,,,,,,,
,,8.588040351867676,9.003321647644043,8.488371849060059,8.770764350891113,48.36693800358694,,,,,,,
,,8.803986549377441,9.401992797851562,8.803986549377441,9.335548400878906,51.013830794364125,,,,,,,
,,9.202657699584961,9.634551048278809,9.136213302612305,9.25249195098877,51.046311595413094,,,,,,,
,,9.60132884979248,9.925249099731445,9.202657699584961,9.767441749572754,53.072599629261,,,,,,,
,,9.767441749572754,9.800663948059082,9.60132884979248,9.73421859741211,52.948009340733414,,,,,,,
,,9.73421859741211,9.817276000976562,9.634551048278809,9.800663948059082,48.61687619430452,,,,,,,
,,9.800663948059082,10.0996675491333,9.792359352111816,10.0,47.76295072712075,,,,,,,
,,9.85049819946289,9.983388900756836,9.50166130065918,9.85049819946289,47.52126433121814,,,,,,,
,,9.916943550109863,9.925249099731445,9.29401969909668,9.302326202392578,50.476030682996154,,,,,,,
,,9.352158546447754,9.435215950012207,9.011628150939941,9.069766998291016,50.922146124729814,,,,,,,
,,9.136213302612305,9.418604850769043,9.136213302612305,9.285714149475098,51.29677173640738,,,,,,,
,,9.318937301635742,9.534884452819824,9.202657699584961,9.50166130065918,51.69267402219333,,,,,,,
,,9.418604850769043,9.526577949523926,9.285714149475098,9.418604850769043,51.460699368739306,,,,,,,
,,9.451827049255371,9.626246452331543,9.318937301635742,9.401992797851562,50.72294775141744,,,,,,,
,,9.435215950012207,9.825580596923828,9.385381698608398,9.800663948059082,51.7372804200719,,,,,,,
,,9.867110252380371,10.315614700317383,9.825580596923828,10.14950180053711,52.490314058353086,,,,,,,
,,10.26578140258789,10.382060050964355,9.983388900756836,10.016611099243164,52.730036252970216,,,,,,,
