Open,High,Low,Close
12.84000015258789,13.399999618530273,12.407999992370605,12.67199993133545
13.180000305175781,13.180000305175781,11.399999618530273,12.04800033569336
12.600000381469727,14.0,12.04800033569336,12.600000381469727
13.199999809265137,13.359999656677246,11.600000381469727,12.880000114440918
13.199999809265137,13.267999649047852,12.932000160217285,13.107999801635742
13.039999961853027,13.600000381469727,13.039999961853027,13.199999809265137
13.199999809265137,15.800000190734863,13.199999809265137,15.800000190734863
15.600000381469727,16.719999313354492,15.043999671936035,15.956000328063965
16.600000381469727,16.600000381469727,15.0600004196167,15.331999778747559
15.199999809265137,16.0,13.727999687194824,13.727999687194824
13.600000381469727,16.399999618530273,13.600000381469727,15.387999534606934
15.199999809265137,15.600000381469727,13.0,13.0
14.484000205993652,15.312000274658203,14.479999542236328,14.800000190734863
15.199999809265137,15.779999732971191,14.84000015258789,15.100000381469727
15.100000381469727,16.531999588012695,15.0,15.0
15.0,15.51200008392334,14.817999839782715,15.371999740600586
15.680000305175781,17.13599967956543,15.404000282287598,17.13599967956543
16.799999237060547,19.860000610351562,16.555999755859375,18.167999267578125
19.672000885009766,20.0,17.360000610351562,17.74799919128418
17.68000030517578,18.395999908447266,17.200000762939453,17.920000076293945
18.399999618530273,18.399999618530273,17.055999755859375,17.45599937438965
18.760000228881836,20.0,17.45599937438965,20.0
19.68400001525879,19.875999450683594,17.84000015258789,18.615999221801758
19.68000030517578,19.68000030517578,17.20400047302246,17.492000579833984
17.29599952697754,17.868000030517578,16.299999237060547,17.1200008392334
16.799999237060547,17.43600082397461,16.079999923706055,16.631999969482422
16.34000015258789,17.54800033569336,16.34000015258789,16.691999435424805
17.200000762939453,17.200000762939453,15.319999694824219,16.31999969482422
16.055999755859375,16.892000198364258,14.399999618530273,14.979999542236328
15.295999526977539,16.360000610351562,15.295999526977539,16.360000610351562
16.360000610351562,16.527999877929688,15.63640022277832,16.527999877929688
15.960000038146973,17.868000030517578,15.960000038146973,16.0
16.0,16.95199966430664,16.0,16.263999938964844
16.0,16.95599937438965,15.760000228881836,16.45599937438965
16.187999725341797,17.18400001525879,15.604000091552734,16.076000213623047
17.57200050354004,18.0,15.368000030517578,15.819999694824219
16.0,16.1200008392334,15.539999961853027,15.767999649047852
16.1200008392334,16.1200008392334,14.795999526977539,15.5600004196167
14.960000038146973,15.416000366210938,14.031999588012695,14.4399995803833
14.399999618530273,14.847999572753906,13.043999671936035,13.204000473022461
13.399999618530273,14.144000053405762,12.859999656677246,13.079999923706055
12.800000190734863,13.496000289916992,12.800000190734863,13.319999694824219
13.199999809265137,13.319999694824219,11.960000038146973,12.62399959564209
13.116000175476074,14.0,12.456000328063965,14.0
13.399999618530273,13.399999618530273,11.84000015258789,12.043999671936035
13.199999809265137,13.920000076293945,12.456000328063965,12.720000267028809
12.34000015258789,12.399999618530273,11.399999618530273,11.600000381469727
11.800000190734863,11.800000190734863,10.0,10.168000221252441
10.031999588012695,10.168000221252441,10.0,10.003999710083008
7.0,18.360000610351562,7.0,10.489999771118164
10.40999984741211,10.65999984741211,7.5,8.8100004196167
7.659999847412109,9.600000381469727,7.659999847412109,8.640000343322754
8.210000038146973,8.5,7.579999923706055,8.039999961853027
8.550000190734863,8.609999656677246,6.099999904632568,6.130000114440918
6.230000019073486,6.300000190734863,5.309999942779541,5.710000038146973
5.699999809265137,5.820000171661377,5.0,5.059999942779541
5.070000171661377,5.780300140380859,5.070000171661377,5.199999809265137
5.139999866485596,5.199999809265137,4.420000076293945,4.739999771118164
4.730000019073486,4.849999904632568,4.510000228881836,4.589900016784668
4.619999885559082,6.099999904632568,4.565000057220459,6.0
6.0,7.199999809265137,6.0,6.5
6.510000228881836,6.510000228881836,5.2677998542785645,5.570000171661377
5.610000133514404,5.619999885559082,5.074999809265137,5.190000057220459
5.130000114440918,5.579999923706055,5.050000190734863,5.570000171661377
5.670000076293945,5.670000076293945,4.800899982452393,4.840000152587891
5.179999828338623,5.269999980926514,4.800000190734863,4.880000114440918
4.889999866485596,5.300000190734863,4.71619987487793,5.139999866485596
5.150000095367432,5.150000095367432,4.630000114440918,4.670000076293945
4.679999828338623,4.75,4.28000020980835,4.550000190734863
4.53000020980835,4.53000020980835,4.110000133514404,4.320000171661377
4.25,4.389999866485596,4.099999904632568,4.239999771118164
4.230000019073486,4.259900093078613,3.910099983215332,3.940000057220459
3.8399999141693115,4.010900020599365,3.6500000953674316,3.759999990463257
3.809999942779541,3.930000066757202,2.8299999237060547,2.880000114440918
3.0,3.0,2.450000047683716,2.5399999618530273
2.5899999141693115,3.759999990463257,2.5899999141693115,3.049999952316284
3.049999952316284,3.890000104904175,2.950000047683716,3.809999942779541
3.640000104904175,3.640000104904175,3.0999999046325684,3.2300000190734863
3.2300000190734863,4.605299949645996,3.0999999046325684,4.360000133514404
4.429999828338623,6.199999809265137,4.400000095367432,4.71999979019165
4.71999979019165,4.739999771118164,3.9700000286102295,4.130000114440918
3.869999885559082,3.890000104904175,1.809999942779541,2.0999999046325684
2.1600000858306885,2.2699999809265137,1.7100000381469727,2.200000047683716
2.190000057220459,2.700000047683716,1.7599999904632568,1.7899999618530273
1.850000023841858,2.069999933242798,1.2699999809265137,1.649999976158142
