Ticker,Normalized 3m,Normalized 6m,Normalized 1y
OPEN,,,
INVA,,,
MNKD,,,
SATS,,,
IONS,,,
TPIC,,,
ETSY,,,
MLAB,,,
GPRO,,,
CABO,,,
DDD,,,
AORT,,,
ZD,,,
IIIV,,,
CDLX,,,
RUN,,,
FLR,,,
DAY,,,
XRX,,,
HAE,,,
WK,,,
NEO,,,
LNTH,,,
CHGG,,,
SPB,,,
BLMN,,,
IART,,,
MODG,,,
SRPT,,,
ENOV,,,
WOLF,,,
RNG,,,
SABR,,,
MTH,,,
AMPH,,,
MP,,,
LCID,,,
GWRE,,,
GMED,,,
MIDD,,,
PAR,,,
NSIT,,,
CFLT,,,
TVTX,,,
SEDG,,,
ENPH,,,
CYTK,,,
EZPW,,,
BOX,,,
CHTR,,,
BHR,,,
DOCN,,,
LIVN,,,
WIX,,,
HALO,,,
FARO,,,
PRGS,,,
PLUG,,,
CBRL,,,
SKIN,,,
TTGT,,,
GPRE,,,
VERI,,,
DVAX,,,
LRN,,,
PCG,,,
BTU,,,
NMFC,,,
WGO,,,
HLX,,,
INN,,,
KOS,,,
NOG,,,
HCAT,,,
KHC,,,
EVH,,,
NBR,,,
RPAY,,,
PEB,,,
VREX,,,
RIG,,,
PR,,,
ATI,,,
AAL,,,
PEP,,,
VSH,,,
IRWD,,,
STX,,,
NRG,,,
MRK,,,
JAZZ,,,
CNMD,,,
MDB,,,
IDCC,,,
GES,,,
ARRY,,,
GBX,,,
BABA,,,
FRPT,,,
CYBR,,,
GPN,,,
ECPG,,,
TWO,,,
ON,,,
V,,,
SPOT,,,
IMCR,,,
JAMF,,,
SLB,,,
MCHP,,,
CYRX,,,
MMSI,,,
HUBS,,,
SE,,,
KRG,,,
EEFT,,,
XYZ,,,
NICE,,,
INSM,,,
MCS,,,
GOSS,,,
DBRG,,,
NEE,,,
UNIT,,,
BE,,,
PD,,,
PRO,,,
NVST,,,
DXCM,,,
CHEF,,,
TTWO,,,
SPHR,,,
TNDM,,,
KPTI,,,
APLS,,,
PODD,,,
TEVA,,,
RPD,,,
FRT,,,
U,,,
POST,,,
GKOS,,,
PTCT,,,
XERS,,,
XMTR,,,
EQX,,,
IBM,,,
BTSG,,,
AWK,,,
MITT,,,
DDOG,,,
TRIP,,,
RKLB,,,
OMER,,,
VNET,,,
VAC,,,
PATK,,,
VERX,,,
AMZN,,,
MTN,,,
PI,,,
LYFT,,,
RH,,,
VECO,,,
XOM,,,
INDI,,,
AXON,,,
GEO,,,
NKE,,,
EVRG,,,
SPCE,,,
TCOM,,,
MKSI,,,
ARAY,,,
CTO,,,
QD,,,
QTWO,,,
ABBV,,,
PSN,,,
UPWK,,,
BAND,,,
HRTG,,,
MDRX,,,
EQT,,,
GVA,,,
MIRM,,,
PSEC,,,
CNX,,,
LUV,,,
HLF,,,
CSIQ,,,
AEIS,,,
BMY,,,
RTX,,,
NIO,,,
AKAM,,,
BYND,,,
ALNY,,,
XIFR,,,
DIS,,,
WT,,,
CMI,,,
REAL,,,
BURL,,,
ITGR,,,
SHAK,,,
RWT,,,
FOUR,,,
HOUS,,,
MGNI,,,
TTEK,,,
SHOP,,,
PPL,,,
SHEL,,,
FIVN,,,
ATEC,,,
NVMI,,,
RCL,,,
BMRN,,,
RGEN,,,
CAMP,,,
COLL,,,
BILL,,,
VRNT,,,
PEGA,,,
NVCR,,,
CVX,,,
CDP,,,
AR,,,
BBAI,,,
LAB,,,
FE,,,
GTLS,,,
MTCH,,,
CMRC,,,
WELL,,,
IRTC,,,
TGT,,,
SNAP,,,
CMS,,,
LPSN,,,
AG,,,
VTR,,,
CAMT,,,
ABR,,,
EYE,,,
CMPO,,,
TYL,,,
MMM,,,
PRCH,,,
W,,,
OMCL,,,
AVDL,,,
SSRM,,,
ALRM,,,
PMT,,,
NCLH,,,
ENVX,,,
OPK,,,
REXR,,,
FSLY,,,
MGPI,,,
ASRT,,,
CRNC,,,
BKD,,,
MMYT,,,
TMDX,,,
DUK,,,
LYV,,,
TSLA,,,
COIN,,,
EB,,,
CHRS,,,
VRM,,,
OKTA,,,
JOYY,,,
CAKE,,,
NOTV,,,
MITK,,,
ZTO,,,
PANW,,,
TDOC,,,
MSFT,,,
WEC,,,
LNT,,,
HCI,,,
PCT,,,
SIRI,,,
STWD,,,
CNK,,,
LCII,,,
JPM,,,
SOFI,,,
FUBO,,,
GRPN,,,
AVGO,,,
INSG,,,
MTSI,,,
BL,,,
CSGS,,,
TREE,,,
AMD,,,
EXPE,,,
CCL,,,
MOMO,,,
WKC,,,
VATE,,,
UPST,,,
ASND,,,
GDS,,,
LITE,,,
FWONK,,,
NVAX,,,
ABNB,,,
IQ,,,
UBER,,,
CENX,,,
FVRR,,,
EGHT,,,
BILI,,,
WB,,,
IMAX,,,
HOPE,,,
BB,,,
DBX,,,
PDD,,,
VIAV,,,
HLIT,,,
BBIO,,,
LAZR,,,
NTRA,,,
Z,,,
ORA,,,
LI,,,
MSTR,,,
LAC,,,
WDC,,,
GCI,,,
HASI,,,
JD,,,
NTNX,,,
JBLU,,,
EXAS,,,
BFH,,,
DKNG,,,
VRNS,,,
NET,,,
CNP,,,
BKNG,,,
F,,,
SO,,,
MARA,,,
SMTC,,,
GH,,,
AFRM,,,
ZS,,,
MAXN,,,
PTON,,,
PENN,,,
PCRX,,,
ITRI,,,
HTHT,,,
SENS,,,
BSY,,,
SPR,,,
BXMT,,,
RIVN,,,
SMCI,,,
DNMR,,,
UPHL,,,
BA,,,
