a0,a1,b0,b1,m0,m1,rho0,rho1,sigma0,sigma1,c,Ticker,Model,Residuals,Timestamp,Option_Type,P90_Rel_Error_%,Restricted_P90_Rel_Error_%,One_Yr_ATM_Rel_Error_%
41.54525414099346,-833.3422804725235,12.742002675206964,0.12657377755150717,1.7054131105917687,-0.6828535054169664,-0.10533685779302744,-0.9499999999999998,3.342800186989679,-63.82742081259752,39.24436607998508,ABBV,hyp,1.3113457242271558,20250924_2125,Call,3.4625100971290954,,29.23335136643755
0.0028396610988814437,-0.340754558400739,1.5231209825986083,1.7091844734461368,-0.8221477914868802,0.886745856489459,-0.8340869034966562,-0.7322668128931603,0.30417055173322133,-0.30524442129324475,1.2912509463006905,ABBV,hyp,6.00739004145183e-06,20250924_2125,Put,,,0.00016518854938433976
0.38974667206438846,-345.02467328417765,1.6409676960200913e-34,111.67833043045951,-10.595344923724886,-18.387320039723924,-0.7052669469603492,-0.9499999852842057,0.7068355764668791,31.829500350147768,700.6151361484225,AAL,hyp,0.9063516932280048,20250924_2125,Call,9.211887579510158,4.745550257625466,1.3379671142342269
0.32527053356408553,0.41124331632606315,0.3390886049548804,3.1549779245812273,0.12158940751588797,-0.20710835017131973,0.44574694204233284,0.9499999999995953,0.36099813029652433,-0.6523072252644809,32.92135851095045,AAL,hyp,1.2796885860273868,20250924_2125,Put,10.94866568255505,4.352001027462782,1.8282276483044682
4.420836736096699e-08,-59.822973188258565,5.455354241064223,43.93712825854483,-1.7041698281036382,0.5918510347131841,-0.8797917061887616,0.9499997723384618,0.0500000052645065,-0.019615257064489293,20.538950306129124,ABR,hyp,0.0022735739381824095,20250924_2125,Call,,,0.021136277821306594
0.9940843312226801,0.8749797674885043,0.8590101726353371,0.798663127339506,0.0884715643770383,0.09495250289445722,-0.08811267012909581,0.08003151504627037,0.1263740653014206,-0.12663207564443535,0.09321550008386138,ABR,hyp,1.6821210687403048,20250924_2125,Put,,,45.56084196590139
9.559680626194297,-8.915838476003293,45.631986068611035,-63.835091781320514,2.0877129703830226,-1.7964516721039803,0.08719769642809999,0.9499963073579396,1.5966163348491211,-1.5361085425825605,0.3223468980914503,AEIS,hyp,5.676319288927475,20250924_2125,Call,19.270202402879885,12.770466277371092,6.324529802449548
1.93744342364478e-37,0.6130172693178004,2.431081817448194,-4.9536330626945935,2.329588494292807,-9.166388801387725,0.9499999999999998,-0.9499999999999998,0.05029004277545081,-0.27919865602947297,17.850598446169773,AEIS,hyp,0.012333429596581156,20250924_2125,Put,,,12.324799771373153
0.3172802433501361,-11.045529784184742,0.34114770401802796,74.66352031207484,-0.5518489789269374,0.7197786133154689,-0.9499900050067993,0.42956048409963277,0.36161456496390876,-0.30560040228480095,644.5311406222633,ABNB,hyp,9.471701075808875,20250924_2125,Call,13.118270737464982,6.151070918512687,2.039210136647335
0.2975548015880327,0.0044340907628806145,0.3953778318933104,1.6600569171487483,0.25035614448632015,-0.25806327568501797,0.6924353062029862,-0.038086582907362214,0.2283751659059333,-0.31300679968484557,10.86813136887248,ABNB,hyp,0.6190296512494381,20250924_2125,Put,8.175839300617977,3.0284583653371047,0.24857555972231526
0.38456327421140396,37.50095715044192,0.4727431052326115,-82.18446123182055,-3.852903037316012,2.686183340055155,-0.9499997449175663,0.05179687075782244,1.4239427965567293,-0.4623539051279066,39.47799555441375,AFRM,hyp,1.4517613119618469,20250924_2125,Call,7.33231575051223,2.6843189614361243,2.1301622491869803
0.4455964561313961,0.5217749119794354,1.1563276983690782,5.430202757015839,0.8099455064457881,-0.8237514622932164,0.8904665003547937,0.2671246581154272,0.30523831014463154,-0.38982369161094443,10.762125688142133,AFRM,hyp,1.5847134829015999,20250924_2125,Put,8.318738262236304,2.580139367458068,1.8422898541910933
0.35743439966490076,-17.5171561750321,1.0097068420895448,-3.4295387392565564,0.019659883434927288,111.00802751898233,0.8762947969249122,-0.9499977546761394,0.05000000026557182,-26.933197253444433,109.54044240160405,AKAM,hyp,0.019611849165108195,20250924_2125,Call,4.417328802934783,1.7911123083368903,0.13242623437763673
0.17454085093784893,0.4408986691930092,2.114294437808895,-3.5354389304883957,0.5717487258030101,-0.937870070635503,0.9499999999999998,-0.379490162122648,0.24380193057391195,-0.3744237106114957,4.858168236298232,AKAM,hyp,0.04792623464668446,20250924_2125,Put,5.371710715645371,2.245612336573942,0.05682827473711151
0.3342775688682923,4.178352151629441,1.962526416375783,4.793075731514955,-0.8755949518394356,-0.8896395051736242,-0.9499999999999998,-0.9499999999999998,0.771231276551412,-2.8702525443778226,24.70147755930942,AG,hyp,30.109602823155488,20250924_2125,Call,34.48272670241233,12.385285834292896,3.1699216468567597
3.002557869214479e-14,0.9647085845256684,0.4009246440457382,1.4678168670676164,1.0764424073468424,-1.29281536548091,0.40121560954323165,0.9381539750093137,0.856474856940685,-1.0493064020873453,11.872499316482298,AG,hyp,1.2143217694254957,20250924_2125,Put,10.182503311390395,10.11350856871654,0.8661355138486968
,,,,,,,,,,,ALRM,hyp,,20250924_2125,Call,,,
,,,,,,,,,,,ALRM,hyp,,20250924_2125,Put,,,
