Ticker,Contract Name,Type,Expiry,Strike,Bid,Ask,Volume,Open Interest,Implied Volatility,Last Stock Price,Bid Stock,Ask Stock,Moneyness,Expiry_dt,Years_to_Expiry,T,r,market_price,IV_mid,IV_status,Forward,Smoothed_IV
COIN,COIN260515C00880000,Call,2026-05-15,880.0,2.62,3.6,1.0,118.0,0.6848176049804688,312.645,312.21,313.08,2.7248672757047965,2026-05-15,0.6297056810403833,0.6297056810403833,0.05150632449635203,3.1100000000000003,0.6716727111660128,verified,322.9515095455007,0.6089856065034548
COIN,COIN251024C00450000,Call,2025-10-24,450.0,1.06,1.43,56.0,93.0,0.737307314453125,312.645,312.21,313.08,1.4330750405565138,2025-10-24,0.07392197125256673,0.07392197125256673,0.05893657324106796,1.245,0.7568548560348084,verified,314.0100743260793,0.611682234935429
COIN,COIN260116P00150000,Put,2026-01-16,150.0,0.83,1.46,1.0,4565.0,0.7226590234375,312.645,312.21,313.08,0.4715897892352472,2026-01-16,0.30390143737166325,0.30390143737166325,0.05663906877652395,1.145,0.7446981554735888,verified,318.0730444635946,0.614156985801091
COIN,COIN260116P00170000,Put,2026-01-16,170.0,1.54,2.56,11.0,2241.0,0.6868927795410158,312.645,312.21,313.08,0.5340953842226396,2026-01-16,0.30390143737166325,0.05475701574264202,0.05893657324106796,0.975,0.8430942347875504,verified,318.2952053544333,0.6142471350098475
COIN,COIN251017C00450000,Call,2025-10-17,450.0,0.75,1.2,221.0,1285.0,0.8095722167968749,312.645,312.21,313.08,1.4346946374050562,2025-10-17,0.05475701574264202,0.01642710472279261,0.05893657324106796,0.51,0.8357271616570632,verified,313.65559490339956,0.6116639348603653
COIN,COIN251003C00380000,Call,2025-10-03,380.0,0.4,0.62,204.0,806.0,0.7270535107421875,312.645,312.21,313.08,1.2142771910997856,2025-10-03,0.01642710472279261,0.2272416153319644,0.05806840905658093,0.965,0.767369024700427,verified,312.94337304963244,0.6124105170372754
COIN,COIN251219P00160000,Put,2025-12-19,160.0,0.73,1.2,1.0,2128.0,0.7448755981445312,312.645,312.21,313.08,0.5063402183309565,2025-12-19,0.2272416153319644,0.974674880219028,0.04687486949278067,12.95,0.5925583735870434,verified,315.9930698916356,0.6138583241375302
COIN,COIN260918C00680000,Call,2026-09-18,680.0,11.9,14.0,2.0,12.0,0.6139259799194338,312.645,312.21,313.08,2.0641678891502284,2026-09-18,0.974674880219028,0.47638603696098564,0.0536560977572746,2.315,0.6849686249513592,verified,329.43056791758386,0.6105178513394284
COIN,COIN260320C00800000,Call,2026-03-20,800.0,1.91,2.72,1.0,253.0,0.695437615966797,312.645,312.21,313.08,2.5045465528626996,2026-03-20,0.47638603696098564,1.3004791238877482,0.04499641700856718,12.5,0.5877495905973695,verified,319.4190976748262,0.6093060643792839
COIN,COIN270115C00830000,Call,2027-01-15,830.0,11.1,13.9,20.0,34.0,0.6103554589843752,312.645,312.21,313.08,2.4587234267385276,2027-01-15,1.3004791238877482,0.09308692676249145,0.058989840580697415,4.075,0.6865292519543914,verified,337.57355177641386,0.6098434880849061
COIN,COIN251031C00405000,Call,2025-10-31,405.0,3.65,4.5,13.0,27.0,0.6770662176513673,312.645,312.21,313.08,1.2882675014301737,2025-10-31,0.09308692676249145,0.15058179329226556,0.05930383753009209,1.035,0.7681168010092289,verified,314.3757019022743,0.6121907863722383
COIN,COIN251121P00185000,Put,2025-11-21,185.0,0.85,1.22,2.0,315.0,0.743166630859375,312.645,312.21,313.08,0.5875634502370352,2025-11-21,0.15058179329226556,0.974674880219028,0.04687486949278067,12.95,0.6073443056925814,verified,314.85961205614,0.6134734091399353
COIN,COIN260918C00700000,Call,2026-09-18,700.0,11.5,14.4,7.0,36.0,0.6284216845703126,312.645,312.21,313.08,2.113970591440179,2026-09-18,0.974674880219028,0.03559206023271732,0.05893657324106796,0.745,0.7890149778225412,verified,331.1304342805984,0.6104017094322419
COIN,COIN251010C00410000,Call,2025-10-10,410.0,0.65,0.84,22.0,61.0,0.7392604199218749,312.645,312.21,313.08,1.3086839629541562,2025-10-10,0.03559206023271732,0.2272416153319644,0.05806840905658093,1.27,0.7426984139093264,verified,313.29183485559565,0.6120771729232912
COIN,COIN251219P00170000,Put,2025-12-19,170.0,1.01,1.53,5.0,763.0,0.7199735034179688,312.645,312.21,313.08,0.537573218425225,2025-12-19,0.2272416153319644,0.7227926078028748,0.05025656679697563,9.625,0.6235579295819054,verified,316.235991997519,0.6139048385822117
COIN,COIN260618C00660000,Call,2026-06-18,660.0,8.25,11.0,30.0,104.0,0.6419103192138673,312.645,312.21,313.08,2.0338754929713376,2026-06-18,0.7227926078028748,0.6297056810403833,0.05150632449635203,6.949999999999999,0.6449003688850179,verified,324.5036396184656,0.6104404696483605
COIN,COIN260515C00690000,Call,2026-05-15,690.0,5.45,8.45,3.0,1157.0,0.6608615457153321,312.645,312.21,313.08,2.1264990698280157,2026-05-15,0.6297056810403833,0.09308692676249145,0.058989840580697415,7.074999999999999,0.6415421482270052,verified,324.4769818102036,0.6101721257922189
COIN,COIN251031P00270000,Put,2025-10-31,270.0,6.05,8.1,8.0,113.0,0.6091347680664063,312.645,312.21,313.08,0.8592966408802422,2025-10-31,0.09308692676249145,0.47638603696098564,0.0536560977572746,1.56,0.7423913393096349,verified,314.2104683702926,0.613463266053821
