Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,5524.86,5582.95,5596.92,5485.0,-0.94,-2.67,1.41,-0.58,0.35,-1.69,0.51,-1.72,,,,
AXON,"Axon Enterprise, Inc.",737.26,725.29,738.0,713.21,0.47,-4.84,-2.46,-5.77,-1.45,-5.36,-1.76,-7.01,,,,
SPOT,Spotify Technology S.A.,693.69,697.33,711.17,689.1,3.57,-0.05,1.12,0.63,2.82,1.69,3.93,0.32,,,,
TYL,"Tyler Technologies, Inc.",551.7,553.83,554.14,549.29,-0.64,0.25,0.24,-1.24,-1.08,-1.37,0.16,-0.19,,,,
MSFT,Microsoft Corporation,503.89,505.35,507.79,502.32,0.68,0.38,0.05,-0.27,0.35,0.1,1.11,0.48,SENIOR_NORE_14,8.18,12.06,20.76
HUBS,"HubSpot, Inc.",477.21,472.71,479.9,465.11,1.42,3.63,0.25,0.69,1.03,2.18,0.62,1.0,,,,
CYBR,CyberArk Software Ltd.,449.43,455.55,457.0,448.37,0.84,1.97,0.53,2.08,0.44,2.25,1.22,2.21,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",444.77,447.43,456.18,442.73,-0.24,-0.95,0.1,-1.49,0.37,0.16,0.28,-1.09,,,,
CMI,Cummins Inc.,394.73,392.13,398.08,389.53,0.47,-0.45,-0.78,-2.31,0.55,-1.18,-0.55,-1.76,SENIOR_NORE_14,12.35,26.32,48.9
CMI,Cummins Inc.,394.73,392.13,398.08,389.53,0.47,-0.45,-0.78,-2.31,0.55,-1.18,-0.55,-1.76,SENIOR_NORE,12.35,26.32,48.9
RCL,Royal Caribbean Cruises Ltd.,354.72,355.0,358.76,352.37,-0.22,0.77,0.26,-1.13,0.12,-0.54,1.18,0.11,SENIOR_NORE,60.0,103.58,152.63
RCL,Royal Caribbean Cruises Ltd.,354.72,355.0,358.76,352.37,-0.22,0.77,0.26,-1.13,0.12,-0.54,1.18,0.11,SENIOR_NORE_14,24.49,50.22,72.76
V,Visa Inc.,349.34,350.87,350.87,347.26,0.01,-0.39,0.23,0.15,0.2,-0.72,0.34,-0.74,,,,
