Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
BKNG,Booking Holdings Inc.,5474.81,5498.0,5537.0,5410.0,0.0,-2.13,0.0,-0.14,0.0,-2.04,0.0,-0.82,,,,
AXON,"Axon Enterprise, Inc.",751.42,751.11,765.01,745.43,0.0,2.79,0.0,3.12,0.0,3.55,0.0,5.17,,,,
SPOT,Spotify Technology S.A.,701.13,690.31,703.5,677.07,0.0,-1.39,0.0,-2.39,0.0,-1.81,0.0,-1.92,,,,
TYL,"Tyler Technologies, Inc.",552.4,553.99,555.52,548.25,0.0,-0.95,0.0,-1.07,0.0,-0.98,0.0,-0.87,,,,
MSFT,Microsoft Corporation,502.26,501.01,503.17,497.88,0.0,-1.34,0.0,1.21,0.0,-1.72,0.0,1.12,SENIOR_NORE_14,8.18,12.06,20.76
HUBS,"HubSpot, Inc.",493.02,496.79,501.51,490.15,0.0,4.78,0.0,1.9,0.0,1.9,0.0,4.17,,,,
CYBR,CyberArk Software Ltd.,470.0,471.19,476.76,469.37,0.0,1.83,0.0,1.82,0.0,2.16,0.0,2.59,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",474.34,468.58,474.34,465.16,0.0,4.61,0.0,3.67,0.0,4.19,0.0,4.61,,,,
CMI,Cummins Inc.,405.0,411.03,413.66,402.87,0.0,0.36,0.0,2.8,0.0,2.07,0.0,1.44,SENIOR_NORE_14,12.35,26.32,48.9
CMI,Cummins Inc.,405.0,411.03,413.66,402.87,0.0,0.36,0.0,2.8,0.0,2.07,0.0,1.44,SENIOR_NORE,12.35,26.32,48.9
TSLA,"Tesla, Inc.",350.22,368.81,368.99,347.6,0.0,0.64,0.0,5.12,0.0,3.69,0.0,0.85,SENIOR_NORE_14,24.5,45.62,70.22
AVGO,Broadcom Inc.,371.23,359.63,374.23,358.76,0.0,4.34,0.0,7.39,0.0,5.02,0.0,8.25,SENIOR_NORE_14,19.02,49.92,97.76
AVGO,Broadcom Inc.,371.23,359.63,374.23,358.76,0.0,4.34,0.0,7.39,0.0,5.02,0.0,8.25,SENIOR_NORE,19.03,49.96,97.77
AVGO,Broadcom Inc.,371.23,359.63,374.23,358.76,0.0,4.34,0.0,7.39,0.0,5.02,0.0,8.25,SENIOR_NORE_14,10.1,20.55,33.77
RCL,Royal Caribbean Cruises Ltd.,343.56,350.23,355.55,342.58,0.0,-4.88,0.0,-0.58,0.0,-2.0,0.0,-1.94,SENIOR_NORE_14,24.49,50.22,72.76
RCL,Royal Caribbean Cruises Ltd.,343.56,350.23,355.55,342.58,0.0,-4.88,0.0,-0.58,0.0,-2.0,0.0,-1.94,SENIOR_NORE,60.0,103.58,152.63
V,Visa Inc.,338.73,343.49,343.51,337.87,0.0,-3.6,0.0,0.08,0.0,-2.58,0.0,-0.68,,,,
PODD,Insulet Corporation,337.69,337.94,342.39,336.04,0.0,-2.2,0.0,-3.01,0.0,-1.82,0.0,-2.67,,,,
MDB,"MongoDB, Inc.",337.25,332.1,340.8,331.82,0.0,3.75,0.0,2.27,0.0,2.95,0.0,2.8,,,,
MSTR,MicroStrategy Incorporated,326.87,326.02,329.75,322.77,0.0,-2.37,0.0,-2.93,0.0,-2.21,0.0,0.87,,,,
IDCC,"InterDigital, Inc.",302.54,324.87,325.82,302.54,0.0,4.4,0.0,12.88,0.0,10.68,0.0,5.44,,,,
COIN,"Coinbase Global, Inc.",319.0,323.95,326.0,315.53,0.0,1.64,0.0,8.32,0.0,3.25,0.0,7.85,,,,
JPM,JPMorgan Chase & Co.,301.24,305.56,305.73,300.79,0.0,-0.79,0.0,3.8,0.0,0.19,0.0,2.2,SENIOR_NORE_14,20.22,28.94,38.68
JPM,JPMorgan Chase & Co.,301.24,305.56,305.73,300.79,0.0,-0.79,0.0,3.8,0.0,0.19,0.0,2.2,SENIOR_NORE,20.22,28.94,38.68
NVMI,Nova Ltd.,280.05,288.19,289.54,280.05,0.0,10.5,0.0,12.71,0.0,12.88,0.0,12.53,,,,
ZS,"Zscaler, Inc.",282.0,286.66,292.94,281.45,0.0,4.59,0.0,4.54,0.0,6.83,0.0,5.41,,,,
