Rank,Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
1,OPEN,5.465779116527755,10.836501293624707,20.817490132372164,7.610000133514404,10.520000457763672,10.699999809265137,7.420000076293945,0.0,18.72075373896877,0.0,58.19549333679237,0.0,56.20437895231009,0.0,25.76271112469962,256.0531749848793,235.53896198071797,203.29420500345304,0.503781525921204,12.330621558975848,66.58193053153745,203.29420500345302,90.74957749494092,100.0,99.99851323793722,160.59806975970054,141.8297250519382,183.3009372633857,N/A,N/A,N/A,177.12597934030677,5.724330945859129,N/A,8.116148484487027,N/A,19.993267740067353,2040471.0,-39.43867265966692,90.281028697827,3168668.0,3.9323952088344902,30.548447447817377,184.0
2,SATS,21.85877460081105,33.930424557380746,28.907061517538445,79.05999755859375,77.04000091552734,79.6989974975586,75.0,0.0,17.77148933902028,0.0,14.574662943346524,0.0,13.547506376125767,0.0,13.327288688656031,180.58796318679447,134.5242449780622,137.4071310811792,0.5037815259212013,2.715352310002901,43.71996651172719,137.4071310811792,73.18923643267111,99.75062344139651,99.89413953139844,108.67046967300952,97.13728708638676,81.29719246180056,64.31636264756956,2.033960926042239,N/A,57.61591828074701,1.5544967320324747,N/A,-17.457094589421303,N/A,56.109938619378624,52153.0,-7.029021677124929,37.759522425907335,442384.0,2.148097007257303,20.350072501026983,212.0
3,GPRO,39.75000083446503,35.64999997615814,64.99999761581421,1.6449999809265137,2.0,2.0199999809265137,1.6399999856948853,0.0,11.904758429272482,0.0,34.22818706033574,0.0,28.66241486881474,0.0,12.328763208552221,138.9203130640799,133.94338053381347,117.08694045909472,0.5037815259211305,6.253689664131645,49.353019590733346,117.08694045909478,68.63357332100384,99.75062344139651,99.94710143912914,101.5652571234032,92.78571474689372,153.91147040362972,N/A,N/A,N/A,N/A,N/A,N/A,-16.880959719766928,N/A,-36.824529944535,35161.0,-14.38346157592286,670.9055031791274,246666.0,5.85024438598825,23.404574653298912,43.0
4,TPIC,3483.8711631161664,3451.613128836526,12129.032425528148,0.0340000018477439,0.0309999994933605,0.0350000001490116,0.0289999991655349,0.0,-11.227149526538163,0.0,-31.111114974374953,0.0,-30.000000745057985,0.0,-23.68421026833171,518.3927353924317,378.2731311294245,303.2792021223528,0.5037815259212697,1.027165769903089,87.01433444203191,303.48182219712567,132.8202078008022,99.75,99.99104977066105,254.2744329675193,220.83489161179085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,IONS,55.5746402932337,51.46783043921079,64.05371622631853,63.93999862670898,64.04000091552734,64.20500183105469,62.790000915527344,0.0,7.58875702233577,0.0,4.589255910989649,0.0,3.539757408377902,0.0,6.028368154737826,92.79754452569642,70.68638377681371,58.49736994112424,0.5037815259224356,1.1402920859226462,30.080166099861117,59.487079047694365,39.84876026507378,99.50124688279301,99.93526220150922,55.16285765049906,52.141554860657145,77.55837129479258,N/A,N/A,N/A,N/A,N/A,N/A,-14.710788577910042,N/A,-19.06100135366834,2634.0,-5.251798561151079,-20.9009009009009,56507.0,0.10984143856851802,7.996483382069071,96.0
6,INVA,111.63149867928625,89.50076745503742,100.92640402649829,19.86000061035156,19.43000030517578,19.975000381469727,19.11000061035156,0.0,-5.157592627323504,0.0,-5.126949514305953,0.0,-4.744868690821125,0.0,-5.769230950097553,31.03879388161132,27.294015014370597,23.83066336599749,0.503781525922334,1.2206329681993178,15.440603111454761,23.938530029430133,19.149564181209197,99.25187032418953,97.12889679746533,20.818599163253545,19.845468350795628,58.259069589698406,47.026811918399346,-1.7151859770178597,N/A,41.35554574525981,23.682680837861163,N/A,20.902647106964416,N/A,-34.42840622370092,180.0,0.5586592178770949,185.71428571428572,2284.0,0.17543859649122806,2.146690518783542,17.0
7,CABO,74.18392784330645,127.46510865790322,179.76554639486187,158.11000061035156,177.67999267578125,177.72999572753906,158.88499450683594,0.0,-2.53359670781893,0.0,8.43402417548669,0.0,5.168792486602567,0.0,-2.055854203409759,71.4228803347923,66.29372958742795,110.21775087420392,0.5037815259212522,1.7083217489866034,36.70167711571596,110.29762153865327,58.790857210438816,99.25187032418953,97.30369433308142,90.03761374436864,79.63562637678807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,MNKD,68.45018424213333,95.94095453999995,114.39113878213327,5.599999904632568,5.420000076293945,5.675000190734863,5.360000133514404,0.0,2.189778925938227,0.0,-2.1660629311438533,0.0,-2.6586575471627123,0.0,-0.7407400212333817,93.32476009207925,73.49503582380504,64.78593413778458,0.5037815259219119,0.6159616228584461,32.8863822715227,64.90982788483433,44.638828718076596,98.00498753117208,97.80641616109354,53.40123038193797,48.01051903452096,76.96368155354112,N/A,N/A,N/A,40.93210114672321,-33.659802880364396,N/A,1.9551690712710104,N/A,-12.177747415756542,5681.0,142.36348122866895,-7.6109936575052854,92450.0,-0.10157330567081606,6.411141804788214,53.0
9,RUN,62.46096100586013,40.59962465380908,117.30168905785914,16.174999237060547,16.010000228881836,17.260000228881836,15.835000038146973,0.0,-4.403078226206361,0.0,-11.936193838655514,0.0,-5.78602338209566,0.0,-6.029314605224331,134.47783420695328,159.0854741624717,158.12389462807278,0.503781525921308,0.6284968966849461,74.03717155482322,161.8446869769257,99.14582504473283,96.50872817955111,99.28706671653701,130.7144448307237,121.07007770717426,85.43257507517166,85.53876483947673,-4.2322633428014536,N/A,90.85603092244435,1.8704733722214162,N/A,-7.6087947792767965,N/A,72.69131955290112,20190.0,-55.728538537441075,-80.29917156991891,1049707.0,-1.1465492399343806,8.336386520017381,303.0
10,MLAB,153.541752009609,199.22014261731525,191.439841123815,59.41999816894531,63.09000015258789,64.3499984741211,58.83369827270508,0.0,-8.767080186193315,0.0,-2.56370632804959,0.0,-5.367649302763097,0.0,-7.784170883611254,105.51769145025938,85.15889506432617,71.46681006496816,0.5037815259206248,1.8287982499695918,44.72582196334948,74.42259421403212,55.05028908427614,96.00997506234414,99.78321827521376,63.578554518918736,61.20138023024298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,AORT,66.76908315543886,57.00779970775327,58.496807366269444,41.150001525878906,42.310001373291016,42.31999969482422,41.005001068115234,0.0,-6.540988719654847,0.0,-2.7132680147953057,0.0,-4.210051148717759,0.0,-4.772411146392679,71.77930148468825,54.13620279273622,49.45091961729435,0.5037815259217059,1.8533376425004657,24.51585903840159,51.54716725853362,34.912243627806795,95.76059850374065,98.21630869769729,43.5752517856083,39.3177218563249,101.17696261735196,N/A,N/A,N/A,N/A,N/A,N/A,65.49998208018071,N/A,-51.72604300005761,106.0,0.0,7.07070707070707,505.0,0.1984126984126984,-1.7509727626459144,12.0
12,DAY,82.70067314874147,80.25210385925568,85.13474526144606,69.08000183105469,69.0199966430664,69.12999725341797,68.87999725341797,0.0,-0.747121629980715,0.0,0.028980642125226448,0.0,-0.7893269938992217,0.0,0.1599543634159143,73.4945203942132,56.72115921376033,50.31794271301918,0.5037815259211778,0.06259449162188374,28.840294612645422,57.91461249555342,38.01818813984803,95.51122194513717,97.7281154558096,47.72179297988447,43.58983583288372,38.627602996621064,24.203226481660206,15.838425512473354,N/A,5.0,0.0,N/A,12.430871418611513,N/A,11.690339716398114,678.0,-3.6931818181818183,-56.87022900763359,33765.0,0.08596158406450083,-0.2776219025960601,40.0
13,DDD,74.66666433546278,115.55555131700304,102.66666412353516,2.140000104904175,2.25,2.359999895095825,2.109999895095825,0.0,2.392353721925213,0.0,6.132081200873961,0.0,10.28036352369719,0.0,3.4313693407725943,110.72157951131976,103.29318344354844,107.05211973135836,0.5037815259212307,0.7015075144371968,61.21035797733349,111.19770210636841,87.49348000065226,95.26184538653366,92.9260547270056,101.4664150839603,99.9740215857642,102.26033512116321,N/A,N/A,N/A,N/A,N/A,N/A,1.7228218026978837,N/A,4.791784610195151,1944.0,-11.956521739130435,-31.039375665129477,88129.0,0.030646296338335113,1.3734399263817796,54.0
14,ETSY,93.9587204817875,76.60681558816275,86.82665136093277,59.46319961547852,59.59000015258789,61.5,58.650001525878906,0.0,13.566078919645122,0.0,10.22937225086538,0.0,13.667868996082083,0.0,12.034390134456622,61.24478430734344,52.71311734561035,48.978162447764646,0.503781525921394,4.116990286912273,37.28757008718876,51.84004671749417,44.44271093514371,95.01246882793018,91.32229754829129,48.31894467106383,46.279673394615735,63.183560160480845,60.72535792721235,10.273455101842318,N/A,58.56472487769844,6.629760161311038,N/A,16.209753895903138,N/A,-14.205397712716199,18207.0,-79.01500656969641,-34.9982149232417,390255.0,6.916834699513435,18.958784852724662,298.0
15,ZD,81.70958901723591,106.84895661391778,126.91798167568002,36.7599983215332,37.66999816894531,37.84999847412109,36.61000061035156,0.0,-1.9733378092447917,0.0,-1.1026568179576197,0.0,-2.973596250507414,0.0,-2.373331705729167,72.5180147838059,57.284520206673164,53.65554656154573,0.5037815259207803,1.4156397222713732,29.1188485523312,60.96461654586588,40.784533089954515,95.01246882793018,95.19023208036283,51.672926182971366,49.143223827569656,81.24534293214806,70.0074896895844,1.1695043748775167,N/A,50.99611985718355,2.232494730780245,N/A,1.1835334709914396,N/A,-27.589796370602336,921.0,1.208791208791209,-22.799664710813076,4867.0,-0.2050440844781628,0.4333470903838217,34.0
