Ticker,Latest Close ($),Open ($),Low ($),High ($),Daily Volume,Close 1d (%),Close 1w (%),Realised Volatility 100d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),ATM 12m/3m Ratio,Volume Rank,Open Interest Rank,Close 1d (%)_Color,Close 1w (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,OI 1d (%)_Color,OI 1w (%)_Color
RCL,351.06,354.0,349.41,360.09,"9,905",-0.34,-3.35,32.93,57.1,,56.21,4.15,1.06,"116,043",2.45,3.57,0.9553,121 of 369,122 of 369,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981
BBAI,4.87,4.99,4.85,5.05,"46,313",-2.21,-3.94,108.1,131.5,,-7.72,30.28,31.33,"937,513",1.31,1.27,1.038,45 of 369,31 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
MIDD,141.83,144.65,140.2,146.18,"3,553",-1.8,3.64,46.36,55.45,,,-7.45,-46.0,"12,543",-1.2,-1.79,0.8805,171 of 369,257 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171
SKIN,2.33,2.05,2.03,2.37,136,13.66,12.02,128.96,167.49,,,28.3,-43.33,"11,016",0.03,0.05,0.8805,347 of 369,267 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981
IONS,61.0,61.2,59.36,61.26,"3,767",-0.38,43.06,58.07,53.6,,,13.12,30.21,"55,462",6.0,25.39,1.0634,168 of 369,174 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
HTHT,38.25,37.84,37.57,38.35,"23,522",1.73,3.8,27.62,38.37,,,743.69,773.13,"15,531",0.45,-0.53,1.0672,66 of 369,246 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#F87171
BSY,54.28,53.8,53.06,54.37,729,0.89,-2.46,21.28,28.47,,,-47.48,-71.85,"64,903",1.31,3.63,0.8769,284 of 369,166 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
EVRG,70.77,71.85,70.42,71.85,529,-1.16,-0.69,17.47,39.52,,,-0.94,-33.79,"3,697",0.03,14.39,0.7112,297 of 369,309 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
LIVN,58.32,58.14,57.09,58.33,303,0.6,3.46,47.68,37.17,,,11.4,4.12,"1,265",2.02,30.01,1.0453,324 of 369,339 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
EXPE,217.2,214.87,214.04,217.78,"5,221",1.05,1.12,32.23,79.67,,,-3.05,-31.24,"67,292",1.49,1.93,0.9636,148 of 369,165 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
UBER,94.36,91.38,91.38,94.56,"141,985",3.7,0.65,32.07,42.77,,-34.16,39.33,20.0,"1,488,788",2.8,1.0,0.9651,16 of 369,21 of 369,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
SSRM,21.39,21.55,21.08,21.68,"3,399",1.37,10.77,53.02,82.03,,,-4.71,8.77,"87,635",1.82,7.71,1.0869,174 of 369,144 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981
ORA,90.62,91.72,90.25,91.71,745,-0.53,-1.38,23.0,30.87,,-6.23,-25.28,-77.93,"37,535",0.13,13.46,1.017,281 of 369,199 of 369,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#10B981,#10B981
UPHL,,,,,N/A,,,,,,,,,N/A,,,,365 of 369,365 of 369,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
OMCL,32.33,32.2,31.62,32.53,118,0.69,-0.8,44.43,44.33,,,-28.05,-26.71,"1,011",-0.1,1.4,1.2081,348 of 369,345 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#10B981
EGHT,2.09,2.07,2.03,2.1,160,0.97,5.56,58.31,68.08,,,-41.39,-25.93,"4,051",3.18,4.73,2.065,345 of 369,304 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
BOX,33.11,32.74,32.54,33.21,"4,560",1.04,1.47,31.84,27.68,,-42.97,70.09,60.96,"62,543",-1.45,3.73,1.0753,153 of 369,167 of 369,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#F87171,#10B981
POST,106.31,107.52,105.7,108.14,457,-1.83,-6.05,20.06,23.58,,-9.13,1.33,3.39,"2,652",0.42,2.91,0.6507,306 of 369,322 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
SIRI,24.43,24.03,23.7,24.85,"17,229",1.54,3.34,37.76,47.0,,,32.62,17.8,"426,560",0.12,-0.25,0.9244,85 of 369,60 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#F87171
CNX,29.02,29.7,28.91,29.89,785,-1.79,-0.62,29.13,35.17,,-19.12,-10.8,11.82,"36,546",0.09,0.71,0.8829,277 of 369,201 of 369,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#10B981,#10B981
MTN,151.75,157.61,151.65,157.93,"1,696",-3.89,-7.36,29.62,34.2,,-38.21,78.15,63.55,"14,388",0.45,4.85,1.131,224 of 369,249 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
CDP,30.49,30.31,30.11,30.61,86,-0.55,5.94,18.63,43.74,,-40.07,-57.84,-21.82,591,1.9,40.71,0.7955,353 of 369,353 of 369,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#10B981,#10B981
ATEC,16.34,16.55,16.2,16.59,"5,280",-0.37,2.77,56.28,69.36,,,53.35,5.88,"45,187",0.07,23.49,1.0739,146 of 369,184 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
WKC,26.42,26.75,25.91,26.86,43,-0.75,-1.45,24.14,36.89,,9.53,0.0,0.0,434,0.0,0.7,0.1028,357 of 369,357 of 369,#F87171,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981
APLS,26.91,28.05,26.67,28.06,"5,758",-4.34,-2.39,56.42,98.07,,,0.72,3.01,"62,085",-0.67,-0.82,0.867,139 of 369,168 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#F87171
SPOT,718.28,710.9,706.65,720.55,"19,987",1.57,5.34,43.97,51.65,,8.79,20.86,8.73,"144,184",2.27,4.31,0.9501,76 of 369,117 of 369,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981
IIIV,30.95,30.72,30.48,31.55,33,1.21,-1.59,38.32,36.93,,,0.0,-29.79,725,-0.28,-0.28,1.3542,359 of 369,352 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171
BAND,15.7,15.79,15.55,15.85,615,0.13,4.67,53.41,72.22,,,32.83,6.59,"3,115",-0.8,6.06,1.0689,293 of 369,313 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981
DOCN,33.31,32.82,32.74,33.77,"3,476",1.68,2.12,68.3,54.24,,3.29,-11.08,44.17,"96,202",0.04,2.6,0.9344,172 of 369,134 of 369,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981
XOM,109.85,109.73,108.35,110.04,"68,516",0.57,-3.88,20.94,22.2,,5.01,-42.48,16.87,"1,019,323",12.75,15.04,0.8323,31 of 369,29 of 369,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981
CMPO,19.4,18.69,18.64,19.41,"2,187",4.86,1.46,43.96,44.66,,,6.79,5.25,"32,344",1.22,1.55,0.7963,211 of 369,209 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
V,342.3,342.34,341.0,344.38,"23,212",-0.27,-2.69,20.35,23.33,,-25.13,-19.66,-12.74,"368,717",2.94,4.59,0.9586,68 of 369,67 of 369,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#10B981,#10B981
CNMD,53.83,54.7,53.47,54.81,185,-2.07,-0.97,44.78,67.87,,-39.04,2.21,29.37,968,0.52,4.31,0.8725,341 of 369,347 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
BTU,18.38,19.01,18.28,19.01,"12,778",-3.92,5.63,55.0,61.92,,-18.43,-64.03,-17.81,"265,271",-0.59,0.91,0.8251,102 of 369,89 of 369,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#10B981
GBX,46.46,46.97,45.62,47.16,678,-1.48,-0.36,41.24,42.52,,-51.7,15.7,-8.38,"3,766",0.53,2.45,0.8248,288 of 369,308 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#10B981,#10B981
ABNB,124.62,124.24,123.06,126.08,"28,932",0.65,-4.53,30.56,40.31,,,5.95,3.59,"314,785",4.38,8.5,0.9549,56 of 369,82 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
SHAK,97.59,99.99,97.03,100.53,"5,718",-2.59,-7.93,45.3,51.18,,-37.9,40.28,15.24,"43,695",1.61,1.81,1.0753,140 of 369,187 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
JD,32.85,31.65,31.6,32.87,"333,570",4.45,5.73,33.22,37.39,,,232.04,145.11,"1,608,029",2.1,16.83,0.918,9 of 369,19 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
LNT,64.05,64.68,63.7,64.68,195,-0.88,-1.57,17.47,17.88,,,-0.51,-14.1,"2,273",-5.01,-3.4,0.5658,338 of 369,326 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171
GOSS,2.66,2.98,2.63,3.0,"1,631",-9.52,7.69,87.49,127.28,,,-52.37,118.05,"86,258",3.83,4.69,2.635,226 of 369,146 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981
CFLT,20.24,19.2,18.9,20.35,"27,224",4.65,1.91,82.05,78.99,,,44.82,83.65,"339,450",0.11,2.64,0.8253,60 of 369,73 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
WB,11.52,11.88,11.51,12.0,"1,132",-1.62,0.52,36.68,79.46,,,28.2,-1.99,"61,908",0.32,3.39,0.8802,255 of 369,169 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981
RH,240.99,252.31,237.6,253.05,"16,394",-3.99,6.79,65.84,86.4,,0.18,-1.06,97.59,"86,050",9.09,11.84,0.8142,89 of 369,147 of 369,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981
EQT,50.76,52.39,50.65,52.56,"12,177",-1.63,-2.08,35.34,38.42,,9.34,-6.9,-43.31,"342,592",0.56,4.32,0.9437,107 of 369,71 of 369,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#10B981,#10B981
PDD,125.03,125.52,123.5,126.04,"52,216",0.28,4.0,37.76,38.52,,,2.9,-27.93,"1,838,206",0.54,4.72,1.0716,40 of 369,18 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981
WIX,153.08,150.5,147.19,159.42,"12,377",-0.01,8.51,49.9,48.35,,,123.78,153.42,"37,818",-0.04,7.99,0.9241,105 of 369,196 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981
ASRT,0.8,0.8,0.79,0.82,301,0.61,-4.18,47.29,199.11,,,59.26,13.16,"21,207",0.06,0.85,1.2927,325 of 369,230 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
EVH,9.67,9.65,9.55,9.86,"2,043",0.62,0.21,71.52,84.02,,10.54,-0.73,-10.98,"10,839",-1.09,1.32,0.811,215 of 369,268 of 369,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#F87171,#10B981
LRN,164.42,160.49,159.26,164.57,"1,528",2.3,0.75,40.03,79.73,,13.31,9.06,14.71,"18,251",-1.75,9.66,2.0476,230 of 369,239 of 369,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#F87171,#10B981
ZTO,18.85,18.81,18.62,18.87,"3,328",2.78,3.57,33.31,43.16,,-22.49,130.31,75.43,"35,225",0.19,2.71,1.0366,175 of 369,202 of 369,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
ARRY,8.75,9.05,8.4,9.07,"10,038",-2.45,-2.89,91.78,94.32,,,106.88,333.98,"107,000",-0.55,-0.37,0.9424,120 of 369,127 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#F87171
ITRI,120.12,120.99,119.27,121.3,415,-0.27,-2.29,26.7,45.05,,,17.56,-28.2,"2,823",21.37,23.49,,312 of 369,320 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981
MRK,84.09,84.16,82.82,84.32,"31,362",-0.73,-0.04,28.32,36.11,,17.63,-5.01,42.95,"703,119",1.32,4.73,0.8165,53 of 369,44 of 369,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981
FSLY,7.52,7.47,7.3,7.54,"2,240",1.21,-1.18,63.31,95.03,,50.4,15.88,-19.77,"104,706",0.17,-0.5,0.8736,210 of 369,129 of 369,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#F87171
OKTA,92.68,91.17,90.81,92.73,"21,878",1.31,-0.1,43.39,44.69,,,-14.55,-71.43,"231,282",2.6,4.32,1.0745,73 of 369,92 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
SENS,0.44,0.46,0.44,0.46,929,-3.14,-3.57,58.38,223.13,,109.9,-24.29,42.48,"91,463",0.76,3.03,1.0491,265 of 369,140 of 369,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981
LYFT,17.71,16.96,16.92,17.76,"82,618",6.3,9.19,56.07,67.96,,,48.92,26.06,"749,290",2.75,8.01,0.9121,27 of 369,40 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
KHC,26.9,27.14,26.53,27.15,"37,231",-1.43,-3.83,26.33,38.17,,,63.34,63.67,"445,746",1.2,9.51,0.6535,48 of 369,58 of 369,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
NCLH,24.53,25.44,24.48,25.74,"23,357",-4.4,-1.25,44.65,56.89,,-22.23,72.14,57.79,"441,688",0.6,1.22,0.967,67 of 369,59 of 369,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981
VAC,78.23,78.72,77.15,79.18,562,-1.0,0.1,40.65,51.65,,-64.95,3.12,-24.56,"3,063",1.79,20.35,1.029,295 of 369,315 of 369,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#10B981,#10B981
TMDX,105.58,104.4,103.65,108.0,"3,037",1.51,-8.16,57.55,60.96,,,14.82,66.5,"34,629",2.05,4.63,0.9626,183 of 369,204 of 369,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
BTSG,25.48,24.56,24.5,25.73,514,5.59,7.56,45.06,47.47,,,207.78,193.71,"2,472",0.12,0.08,0.9853,298 of 369,323 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981
RIVN,13.99,14.23,13.82,14.32,"131,899",-1.55,3.1,43.95,83.56,,,-31.81,56.03,"2,783,986",2.57,3.65,0.9638,18 of 369,9 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981
IMCR,36.64,37.51,36.4,38.2,662,-1.51,13.72,43.99,53.73,,,-34.52,-33.67,"20,540",0.09,1.98,1.3534,290 of 369,232 of 369,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981
EQX,9.83,9.95,9.76,10.0,"17,737",0.51,12.21,48.95,56.3,,-27.66,-16.86,19.03,"289,547",2.42,14.43,1.0627,81 of 369,86 of 369,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#10B981,#10B981,#10B981
TREE,73.99,72.32,71.78,74.15,"1,495",3.04,8.89,69.19,66.92,,,9.44,197.22,"8,277",-0.04,7.63,0.9176,234 of 369,281 of 369,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981
CMS,70.69,71.29,70.52,71.38,"2,542",-1.2,-1.23,16.78,23.54,,21.8,0.79,8.77,"8,910",3.18,5.61,0.3308,202 of 369,276 of 369,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981
MMM,154.0,154.61,152.0,154.98,"7,099",-0.84,-0.98,27.85,27.66,,-33.33,-9.09,-60.35,"162,025",1.38,2.43,0.8985,130 of 369,110 of 369,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#10B981,#10B981
