Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
South Africa,9.1700,0.0200,-0.21%,-0.48%,0.14%,0.32%,Sep/18
Zambia,19.5000,0.0000,-0.01%,-0.02%,-2.66%,-6.89%,Sep/17
Kenya,13.4300,0.0000,0.00%,0.04%,-0.91%,-3.47%,Sep/17
Nigeria,16.6340,0.0010,0.01%,0.96%,-5.10%,-3.22%,Sep/16
