Pair,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
AUDUSD,0.66596,0.00078,0.12%,-0.11%,3.17%,7.57%,-2.22%,10:30
NZDUSD,0.59049,0.00289,-0.49%,-1.21%,0.13%,5.57%,-5.32%,10:30
USDPGK,4.18400,0.00400,0.10%,0.10%,0.51%,3.00%,6.89%,Sep/18
USDXPF,100.851,0.304,-0.30%,-0.98%,-1.71%,-12.23%,-6.01%,Sep/18
USDFJD,2.24030,0.001,0.04%,0.18%,-1.07%,-3.83%,1.91%,10:30
