Country,Yield,Day,Weekly,Monthly,YTD,YoY,Date
Australia,4.2450,0.0390,0.02%,-0.05%,-0.12%,0.33%,Sep/23
New Zealand,4.2360,0.0145,-0.06%,-0.15%,-0.19%,0.01%,Sep/23
