Index,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
Australia All Ordinaries,9138,36,0.39%,-0.15%,-1.16%,8.52%,8.98%,Sep/23
ASX200,8784,27,-0.30%,-1.05%,-2.10%,7.66%,7.89%,Sep/23
AU50,8501,27,0.32%,-0.75%,-2.17%,5.99%,6.09%,Sep/23
NZX 50,13137,5,-0.04%,-0.74%,0.44%,0.20%,6.77%,Sep/23
