Pair,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
AUDUSD,0.65965,0.00043,-0.07%,-1.37%,1.77%,6.58%,-4.48%,Sep/23
NZDUSD,0.58498,0.00186,-0.32%,-2.35%,-0.02%,4.55%,-7.94%,21:31
USDPGK,4.19090,0.01090,0.26%,0.26%,0.26%,3.17%,6.99%,Sep/23
USDXPF,101.400,0.145,0.14%,0.70%,-0.31%,-11.76%,-5.81%,Sep/23
USDFJD,2.25140,0.00160,0.07%,0.90%,-0.51%,-3.37%,3.07%,Sep/23
