Commodity,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
CRB Index Index Points,369.33,1.42,-0.38%,-2.45%,-1.00%,3.51%,9.43%,Sep/22
LME Index Index Points,4272.90,15.90,-0.37%,-2.05%,1.05%,9.40%,3.74%,Sep/22
GSCI Index Points,551.48,5.51,1.01%,-1.26%,0.52%,0.33%,1.91%,Sep/23
SSE Consume Commodity Index Index Points,8638.39,161.81,-1.84%,-3.68%,-1.89%,9.67%,24.71%,Sep/23
Containerized Freight Index Points,1198.21,0.00,0.00%,-14.30%,-15.34%,-51.30%,-49.36%,Sep/23
Nuclear Energy Index USD,50.51,0.19,-0.37%,13.86%,28.59%,88.68%,74.47%,Sep/23
Solar Energy Index USD,42.24,1.84,-4.17%,0.50%,1.42%,25.38%,1.81%,Sep/23
EU Carbon Permits EUR,76.21,1.34,-1.73%,-0.70%,5.57%,4.40%,18.89%,Sep/22
Wind Energy Index USD,18.84,0.05,-0.26%,1.13%,1.02%,27.30%,4.43%,Sep/23
