Expiry,Skew_25_delta,Skew_75_delta,Skew_call_25_75,Skew_put_25_75,Skew_60_Moneyness,Skew_80_Moneyness,Skew_120_Moneyness,Skew_140_Moneyness,ATM_12m_3m_Ratio,Ticker
2025-09-19,0.8288067710574195,,,,,,,,0.9966709111307768,BURL
2025-09-26,0.907260277280387,0.37011608347322594,,,,1.082227488819764,,,0.9966709111307768,BURL
2025-10-03,0.9584886571261937,0.48638748723071656,,,,1.084772471508459,,,0.9966709111307768,BURL
2025-10-10,0.9890768149248155,0.5583833542377532,,,,1.0137979121776477,,,0.9966709111307768,BURL
2025-10-17,0.9925848607762238,0.6163909291628782,,,,1.0909245515440733,,,0.9966709111307768,BURL
2025-10-24,0.9900996332279449,0.6619607017232846,,,,,,,0.9966709111307768,BURL
2025-10-31,0.9885001882402141,0.6994827788827774,,,,,,,0.9966709111307768,BURL
2025-12-19,1.079935118099975,0.7930318930393806,,,,1.2148706645831526,,,0.9966709111307768,BURL
2026-01-16,1.09838721233053,0.8859759411455628,,,,1.3111681805631359,,,0.9966709111307768,BURL
2026-03-20,1.0273479552373865,0.784907682427404,,,,1.3617328293219706,,,0.9966709111307768,BURL
2026-06-18,0.992310396757502,0.6559281707149751,,,,1.3285586496070352,,,0.9966709111307768,BURL
2027-01-15,1.2266766077366054,0.8765797144603651,,,,1.3014210140942657,,,0.9966709111307768,BURL
