Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y
DUK,Duke Energy Corporation,120.25,120.38,121.02,119.93,-0.12,-1.8,0.17,-1.24,0.16,-1.43,0.14,-1.19,SENIOR_NORE_14,2.12,4.98,8.9
DUK,Duke Energy Corporation,120.25,120.38,121.02,119.93,-0.12,-1.8,0.17,-1.24,0.16,-1.43,0.14,-1.19,SENIOR_NORE,7.25,13.0,21.75
DUK,Duke Energy Corporation,120.25,120.38,121.02,119.93,-0.12,-1.8,0.17,-1.24,0.16,-1.43,0.14,-1.19,SENIOR_NORE_14,7.01,13.9,23.73
ITRI,"Itron, Inc.",120.51,118.76,120.86,118.64,-0.27,-0.64,-1.13,-1.75,-0.37,-0.74,-0.53,-1.41,,,,
RGEN,Repligen Corporation,120.04,118.69,120.18,117.18,-1.9,-1.14,-1.67,-1.66,-2.5,-1.36,-1.64,-1.02,,,,
DIS,Walt Disney Company (The),118.53,117.37,119.05,117.22,0.48,1.29,-1.24,-0.76,0.14,0.65,0.41,1.05,SENIOR_NORE,11.83,20.5,29.7
DIS,Walt Disney Company (The),118.53,117.37,119.05,117.22,0.48,1.29,-1.24,-0.76,0.14,0.65,0.41,1.05,SENIOR_NORE_14,9.11,20.37,35.47
DIS,Walt Disney Company (The),118.53,117.37,119.05,117.22,0.48,1.29,-1.24,-0.76,0.14,0.65,0.41,1.05,SENIOR_NORE,8.86,19.35,34.58
DIS,Walt Disney Company (The),118.53,117.37,119.05,117.22,0.48,1.29,-1.24,-0.76,0.14,0.65,0.41,1.05,SENIOR_NORE_14,11.83,20.5,29.7
PATK,Patriot Battery Metals Inc.,113.01,111.87,114.04,111.06,-0.61,2.24,-1.32,0.79,-0.05,2.12,-0.86,0.89,,,,
XOM,Exxon Mobil Corporation,110.53,110.65,112.51,110.53,0.72,-3.2,0.73,-3.52,2.24,-2.37,2.01,-2.48,SENIOR_NORE_14,9.71,15.37,22.87
XOM,Exxon Mobil Corporation,110.53,110.65,112.51,110.53,0.72,-3.2,0.73,-3.52,2.24,-2.37,2.01,-2.48,SENIOR_NORE,10.23,16.31,24.23
MKSI,"MKS Instruments, Inc.",109.11,108.29,110.05,107.02,3.13,9.27,-0.67,6.22,0.87,7.88,2.85,9.76,,,,
TMDX,"TransMedics Group, Inc.",113.95,108.28,117.96,106.54,9.2,1.74,2.56,-2.93,9.1,3.76,2.79,-2.78,,,,
WEC,"WEC Energy Group, Inc.",107.09,107.56,108.04,106.82,-0.4,0.81,0.19,1.45,0.36,1.06,0.16,1.1,,,,
GVA,Granite Construction Incorporated,108.21,107.45,108.14,106.47,0.13,1.81,-0.67,0.83,-0.93,1.08,-0.48,1.27,,,,
POST,"Post Holdings, Inc.",106.0,105.88,106.5,105.53,-1.41,-6.53,-0.4,-5.02,-1.53,-6.51,-0.16,-5.06,,,,
ITGR,Integer Holdings Corporation,106.38,105.52,106.74,105.05,-0.14,-0.67,-0.66,-1.36,-0.38,-1.24,-0.06,-1.37,,,,
LCII,LCI Industries,104.28,103.38,104.63,102.71,-1.84,0.13,-1.77,0.03,-1.57,0.26,-1.19,-0.42,,,,
FWONK,Formula One Group,102.0,101.49,102.47,100.29,1.23,3.1,-0.34,0.42,0.58,1.25,0.37,1.78,,,,
FRT,Federal Realty Investment Trust,101.77,100.33,101.75,100.16,0.18,2.17,-1.4,1.2,-0.69,0.97,-0.72,1.37,,,,
SHAK,Shake Shack Inc.,97.29,98.33,99.31,95.74,-2.7,-7.17,0.76,-6.88,-1.21,-6.36,-1.33,-7.96,,,,
MMYT,MakeMyTrip Limited,100.46,97.89,100.95,97.79,0.01,2.95,-2.31,2.35,-0.44,2.73,-1.73,2.7,,,,
UBER,"Uber Technologies, Inc.",94.5,95.45,95.47,92.77,3.41,2.43,1.16,2.84,0.97,2.07,1.52,0.92,SENIOR_NORE_14,13.54,25.43,47.44
WDC,Western Digital Corporation,92.95,94.54,95.36,92.7,0.44,18.52,1.34,15.55,1.99,16.52,1.15,19.14,,,,
OKTA,"Okta, Inc.",92.31,93.85,93.95,91.88,1.25,1.23,1.26,4.86,1.32,2.52,1.18,3.87,,,,
MMSI,"Merit Medical Systems, Inc.",92.01,91.66,92.51,90.82,-1.31,2.32,-0.73,1.08,-0.77,1.76,-0.43,1.01,,,,
EEFT,"Euronet Worldwide, Inc.",90.05,91.34,91.44,89.95,-1.33,-2.43,0.93,0.12,0.2,-1.21,0.8,-0.55,,,,
SO,Southern Company (The),90.68,91.21,91.5,90.53,-0.82,-1.69,0.42,-0.96,-0.39,-1.43,-0.07,-1.2,SENIOR_NORE_14,13.33,26.07,35.71
GKOS,Glaukos Corporation,91.36,90.91,91.88,90.18,-2.95,-3.3,-1.06,-3.24,-2.59,-3.86,-1.69,-3.2,,,,
TGT,Target Corporation,91.49,90.91,91.86,90.22,-1.85,-3.83,-0.64,-1.66,-1.69,-3.67,-1.23,-1.85,SENIOR_NORE,12.09,26.23,39.29
TGT,Target Corporation,91.49,90.91,91.86,90.22,-1.85,-3.83,-0.64,-1.66,-1.69,-3.67,-1.23,-1.85,SENIOR_NORE_14,13.71,28.7,43.26
ORA,"Ormat Technologies, Inc.",90.42,90.26,90.58,89.7,-1.42,0.52,-0.4,-0.78,-1.24,-0.43,-0.61,0.7,,,,
AFRM,"Affirm Holdings, Inc.",86.01,88.42,88.9,84.53,-1.65,0.77,2.96,7.54,0.42,3.11,-1.43,3.59,,,,
FOUR,"Shift4 Payments, Inc.",87.58,87.25,88.21,86.6,-0.39,-1.14,-0.07,-2.12,-0.72,-1.51,0.99,-1.03,,,,
Z,"Zillow Group, Inc.",89.1,87.19,89.62,87.12,1.18,8.0,-3.01,6.58,-2.51,8.12,-0.72,7.33,,,,
GPN,Global Payments Inc.,87.12,86.91,87.83,86.58,-0.1,-0.91,-0.58,-0.09,0.26,-0.43,0.78,0.46,,,,
W,Wayfair Inc.,87.0,86.19,87.43,85.8,-3.33,18.53,-1.0,11.0,-3.36,12.35,-1.26,17.7,,,,
MRK,"Merck & Co., Inc.",84.18,84.61,84.8,84.13,0.02,-0.38,0.62,-1.02,0.57,-0.82,1.58,-0.25,SENIOR_NORE_14,6.72,15.77,29.95
QTWO,"Q2 Holdings, Inc.",83.7,84.15,84.61,82.91,2.49,8.31,0.13,9.67,-0.41,8.82,3.7,9.22,,,,
SATS,EchoStar Corporation,83.57,83.57,85.36,79.22,2.51,37.14,3.65,28.1,1.04,30.24,4.93,31.27,,,,
CAMT,Camtek Ltd.,81.41,82.73,83.7,81.41,1.7,1.86,2.04,5.44,2.96,3.51,1.8,5.51,,,,
MTH,Meritage Homes Corporation,81.91,79.09,82.0,78.63,-0.58,7.68,-3.71,3.68,-1.0,6.41,-3.02,3.37,,,,
DXCM,"DexCom, Inc.",77.61,78.4,79.17,77.61,-2.19,4.64,0.51,5.52,-0.6,5.41,-0.17,5.63,,,,
VAC,Marriott Vacations Worldwide Corporation,78.26,78.28,78.94,77.04,-0.58,2.73,0.06,1.43,-0.3,2.19,0.06,1.82,,,,
AKAM,"Akamai Technologies, Inc.",78.71,78.16,78.89,77.87,-0.08,0.69,-0.91,1.53,-0.69,0.61,0.46,2.03,,,,
MIRM,"Mirum Pharmaceuticals, Inc.",76.67,77.69,77.69,74.89,0.5,3.72,0.39,4.51,-0.52,2.59,-0.78,1.94,,,,
WK,Workiva Inc.,81.01,77.18,81.19,77.18,1.55,0.66,-5.15,-0.14,-0.58,-1.1,-2.25,1.17,,,,
HALO,"Halozyme Therapeutics, Inc.",76.0,76.07,76.1,74.85,1.88,5.88,0.29,3.72,-0.24,2.23,0.85,4.69,,,,
NTNX,"Nutanix, Inc.",75.0,75.75,75.93,74.23,3.75,13.81,1.03,12.86,-0.2,12.81,2.68,13.54,,,,
XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.63,75.51,76.67,75.0,0.77,-1.54,-0.41,-0.94,0.91,-0.56,0.15,-0.25,,,,
ATI,ATI Inc.,77.52,74.88,77.42,74.45,-0.53,1.67,-3.38,-4.44,-1.02,-1.71,-2.91,-1.42,,,,
PSN,Parsons Corporation,74.94,74.5,74.88,73.5,-0.64,-5.7,-0.67,-7.64,-0.85,-7.44,-0.15,-7.4,,,,
NKE,"NIKE, Inc.",73.99,73.6,74.55,73.08,-0.36,-2.18,-0.74,-0.93,-0.04,-1.97,-0.85,-1.24,SENIOR_NORE_14,12.03,32.52,61.74
TREE,"LendingTree, Inc.",73.48,72.56,73.85,71.23,2.17,11.52,-1.93,6.96,-0.4,8.53,-0.77,8.95,,,,
TCOM,Trip.com Group Limited,72.0,72.4,72.5,71.86,-1.37,-0.15,-0.85,1.13,-0.75,0.26,-0.13,1.53,,,,
SHEL,Shell plc,72.41,71.92,72.87,71.85,0.39,-1.32,0.29,-2.53,0.75,-1.51,0.63,-1.88,,,,
EVRG,"Evergy, Inc.",70.42,71.1,71.41,70.42,-1.99,-0.82,0.47,-0.24,-0.61,-0.13,0.0,-0.49,,,,
CMS,CMS Energy Corporation,70.45,70.91,71.17,70.4,-1.18,-1.3,0.31,-0.35,-0.29,-0.82,-0.17,-0.56,,,,
NEE,"NextEra Energy, Inc.",69.66,70.07,70.32,69.54,-1.65,-3.61,0.43,-3.55,-0.74,-3.23,0.43,-2.73,SENIOR_NORE_14,25.21,46.45,84.47
NEE,"NextEra Energy, Inc.",69.66,70.07,70.32,69.54,-1.65,-3.61,0.43,-3.55,-0.74,-3.23,0.43,-2.73,SENIOR_NORE_14,22.88,41.38,63.25
UPST,"Upstart Holdings, Inc.",68.24,68.92,69.75,67.41,1.85,-1.23,1.03,-0.36,1.48,-4.26,2.59,0.03,,,,
DAY,"Dayforce, Inc.",69.2,68.9,69.26,68.88,0.14,-0.39,-0.63,-0.86,-0.16,-0.79,0.01,-0.5,,,,
VTR,"Ventas, Inc.",68.05,68.26,68.69,67.75,0.89,0.31,0.26,0.5,0.44,0.78,0.47,0.55,,,,
CSGS,"CSG Systems International, Inc.",65.08,65.31,65.63,64.04,0.39,2.17,0.2,1.21,0.44,1.69,-0.41,1.13,,,,
MCHP,Microchip Technology Incorporated,65.19,64.76,65.68,64.43,-1.75,3.03,-0.83,1.82,-1.79,2.87,-0.62,3.45,SENIOR_NORE_14,59.74,76.85,95.45
CHEF,"Chefs' Warehouse, Inc. (The)",64.84,64.63,65.1,63.56,1.0,2.99,-0.32,0.09,0.4,0.76,0.07,1.3,,,,
IONS,"Ionis Pharmaceuticals, Inc.",61.15,64.4,64.71,60.99,-0.08,24.44,5.57,12.02,5.63,11.72,2.74,24.13,,,,
BFH,"Bread Financial Holdings, Inc.",65.34,64.22,65.64,63.01,-1.51,0.74,-2.06,-1.94,-1.16,-0.03,-3.2,-1.21,,,,
LNT,Alliant Energy Corporation,63.78,64.01,64.24,63.62,-1.39,-1.36,-0.06,-1.01,-0.74,-1.2,-0.13,-1.18,,,,
JOYY,JOYY Inc.,63.5,63.8,64.08,63.17,-0.16,16.64,0.19,8.61,-1.05,8.87,0.44,16.26,,,,
MP,MP Materials Corp.,63.37,63.15,64.54,62.28,1.15,-8.04,0.69,-6.18,2.04,-6.94,1.15,-5.73,,,,
MLAB,"Mesa Laboratories, Inc.",62.99,61.59,63.07,60.43,-0.32,-5.68,-3.4,-4.08,-1.25,-5.87,-0.33,-5.19,,,,
SMTC,Semtech Corporation,61.11,61.58,62.31,60.49,0.13,9.14,1.58,6.61,1.61,7.84,0.71,9.61,,,,
GH,"Guardant Health, Inc.",60.23,59.44,60.26,58.72,-0.12,-8.52,-1.21,-10.63,-1.79,-11.38,-1.04,-8.93,,,,
CAKE,Cheesecake Factory Incorporated (The),59.78,59.11,60.09,58.35,-1.6,-1.34,-1.66,-3.24,-1.25,-1.97,-2.44,-2.96,,,,
GMED,"Globus Medical, Inc.",59.45,59.08,59.95,58.93,-1.96,-2.08,-0.79,-1.37,-1.14,-2.07,-0.12,-1.29,,,,
LIVN,LivaNova PLC,58.45,58.72,58.91,58.12,0.53,4.49,0.69,3.16,0.99,3.49,1.8,4.47,,,,
PTCT,"PTC Therapeutics, Inc.",57.1,58.42,58.66,56.95,0.39,15.42,2.58,11.42,2.05,10.55,0.79,15.33,,,,
VRNS,"Varonis Systems, Inc.",57.57,57.36,57.7,56.67,2.75,-0.93,-0.36,0.91,-0.01,-1.43,1.21,1.08,,,,
FRPT,"FarPointe Data, Inc.",55.2,57.03,57.13,55.19,0.95,0.24,2.35,4.3,1.37,1.29,5.21,3.18,,,,
PEGA,"Pegasystems, Inc.",57.58,57.01,57.93,56.67,3.06,8.74,-0.85,6.16,0.38,6.78,1.6,7.45,,,,
ALRM,"Alarm.com Holdings, Inc.",56.94,56.26,56.94,56.04,-0.02,-1.16,-1.26,-2.04,-0.44,-2.16,-0.13,-2.34,,,,
ETSY,"Etsy, Inc.",57.21,56.02,57.68,53.97,5.46,9.52,-3.75,8.36,-1.12,10.42,-0.33,5.52,,,,
SPB,"Spectrum Brands, Inc.",55.44,55.97,56.0,54.87,-3.21,-1.21,0.81,2.0,-2.23,-0.87,-0.45,0.79,,,,
BMRN,BioMarin Pharmaceutical Inc.,56.25,55.69,56.5,55.13,-2.17,-3.68,-1.22,-5.75,-2.2,-4.63,-0.83,-5.36,,,,
EXAS,Exact Sciences Corporation,53.83,55.41,55.58,53.6,-0.15,13.49,2.82,15.41,2.98,14.81,2.76,13.37,,,,
