Ticker,Normalized 3m,Normalized 6m,Normalized 1y,Normalized 3m_Color,Normalized 6m_Color,Normalized 1y_Color
OPEN,5.47,10.84,20.82,#FFFFFF,#FFFFFF,#FFFFFF
SATS,21.86,33.93,28.91,#FFFFFF,#FFFFFF,#FFFFFF
GPRO,39.75,35.65,65.0,#FFFFFF,#FFFFFF,#FFFFFF
TPIC,3483.87,3451.61,12129.03,#FFFFFF,#FFFFFF,#FFFFFF
IONS,55.57,51.47,64.05,#FFFFFF,#FFFFFF,#FFFFFF
INVA,111.63,89.5,100.93,#FFFFFF,#FFFFFF,#FFFFFF
CABO,74.18,127.47,179.77,#FFFFFF,#FFFFFF,#FFFFFF
MNKD,68.45,95.94,114.39,#FFFFFF,#FFFFFF,#FFFFFF
RUN,62.46,40.6,117.3,#FFFFFF,#FFFFFF,#FFFFFF
MLAB,153.54,199.22,191.44,#FFFFFF,#FFFFFF,#FFFFFF
AORT,66.77,57.01,58.5,#FFFFFF,#FFFFFF,#FFFFFF
DAY,82.7,80.25,85.13,#FFFFFF,#FFFFFF,#FFFFFF
DDD,74.67,115.56,102.67,#FFFFFF,#FFFFFF,#FFFFFF
ETSY,93.96,76.61,86.83,#FFFFFF,#FFFFFF,#FFFFFF
ZD,81.71,106.85,126.92,#FFFFFF,#FFFFFF,#FFFFFF
SABR,139.89,177.13,161.17,#FFFFFF,#FFFFFF,#FFFFFF
WK,83.8,111.6,90.41,#FFFFFF,#FFFFFF,#FFFFFF
RNG,82.95,86.37,90.63,#FFFFFF,#FFFFFF,#FFFFFF
HAE,131.06,122.51,136.99,#FFFFFF,#FFFFFF,#FFFFFF
LNTH,141.53,183.85,189.18,#FFFFFF,#FFFFFF,#FFFFFF
BLMN,114.05,118.82,213.87,#FFFFFF,#FFFFFF,#FFFFFF
FLR,116.87,89.11,108.69,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,100.0,73.4,67.06,#FFFFFF,#FFFFFF,#FFFFFF
NEO,84.77,117.75,194.24,#FFFFFF,#FFFFFF,#FFFFFF
XRX,138.8,151.95,251.54,#FFFFFF,#FFFFFF,#FFFFFF
WOLF,68.62,311.17,428.19,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,147.29,133.18,128.46,#FFFFFF,#FFFFFF,#FFFFFF
ENOV,101.01,117.32,137.02,#FFFFFF,#FFFFFF,#FFFFFF
SRPT,202.01,542.66,699.83,#FFFFFF,#FFFFFF,#FFFFFF
MTH,79.0,85.77,118.12,#FFFFFF,#FFFFFF,#FFFFFF
MP,48.47,42.57,21.88,#FFFFFF,#FFFFFF,#FFFFFF
SPB,93.45,128.4,159.97,#FFFFFF,#FFFFFF,#FFFFFF
AMPH,90.03,92.96,162.2,#FFFFFF,#FFFFFF,#FFFFFF
GMED,98.79,119.15,117.51,#FFFFFF,#FFFFFF,#FFFFFF
PAR,136.08,128.43,121.5,#FFFFFF,#FFFFFF,#FFFFFF
MIDD,101.74,109.29,92.26,#FFFFFF,#FFFFFF,#FFFFFF
