Ticker,Contract Name,Type,Expiry,Strike,Bid,Ask,Volume,Open Interest,Implied Volatility,Last Stock Price,Bid Stock,Ask Stock,Moneyness,Expiry_dt,Years_to_Expiry,T,r,market_price,IV_mid,IV_status,Forward,Smoothed_IV
U,U260417P00025000,Put,2026-04-17,25.0,1.0,1.08,2.0,25,0.6713900048828126,44.425,44.36,44.49,0.5466493097915562,2026-04-17,0.5585215605749486,0.5585215605749486,0.051960838387272376,1.04,0.7012758552920194,verified,45.73315936232096,0.7136649875426204
U,U260320P00022000,Put,2026-03-20,22.0,0.47,0.54,9.0,376,0.7006865869140625,44.425,44.36,44.49,0.4827180475261833,2026-03-20,0.48186173853524983,0.48186173853524983,0.05304971444402085,0.505,0.7262173902128876,verified,45.57525891717709,0.7202926501328566
U,U250926C00048000,Call,2025-09-26,48.0,0.17,0.2,409.0,1071,0.72851833984375,44.425,44.36,44.49,1.0803000415830364,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,0.185,1.2683526903273692,verified,44.432100483549334,0.5196880339059495
U,U251010P00038500,Put,2025-10-10,38.5,0.43,0.47,8.0,45,0.6445348046875,44.425,44.36,44.49,0.8645540939742866,2025-10-10,0.04106776180698152,0.04106776180698152,0.0583735370117685,0.44999999999999996,0.6929623648351427,verified,44.53162649779212,0.6999961790436442
U,U250926C00025000,Call,2025-09-26,25.0,18.7,20.6,38.0,68,3.718750703125,44.425,44.36,44.49,0.5626562716578315,2025-09-26,0.0027378507871321013,0.0027378507871321013,0.0583735370117685,19.65,6.568288147642894,verified,44.432100483549334,4.374893684165396
U,U251017C00016000,Call,2025-10-17,16.0,27.5,29.65,5.0,26,2.02344244140625,44.425,44.36,44.49,0.3588934796623772,2025-10-17,0.06023271731690623,0.06023271731690623,0.0583735370117685,28.575,2.028793634686503,verified,44.58147307399321,1.3752558257361707
U,U260320P00023000,Put,2026-03-20,23.0,0.57,0.63,2.0,80,0.6914093359375001,44.425,44.36,44.49,0.5046597769591916,2026-03-20,0.48186173853524983,0.48186173853524983,0.05304971444402085,0.6,0.7180324807787959,verified,45.57525891717709,0.7177658417657267
U,U251003C00029000,Call,2025-10-03,29.0,14.95,16.25,2.0,38,1.4921900390624998,44.425,44.36,44.49,0.6519515117332241,2025-10-03,0.02190280629705681,0.02190280629705681,0.0583735370117685,15.6,1.6449218181774532,verified,44.48183565508271,1.0742604135301412
U,U251024C00043000,Call,2025-10-24,43.0,4.0,4.45,2.0,108,0.6801789794921876,44.425,44.36,44.49,0.9634477891445984,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,4.225,0.6845763992964701,verified,44.631375446071395,0.7257156279834949
U,U271217P00032000,Put,2027-12-17,32.0,7.55,8.15,1.0,28,0.6020547607421877,44.425,44.36,44.49,0.6580943818074246,2027-12-17,2.2258726899383983,2.2258726899383983,0.040586530268804245,7.85,0.6842681510076165,verified,48.62524416651839,0.7080921797788193
U,U251003C00048000,Call,2025-10-03,48.0,0.75,0.84,47.0,162,0.692385888671875,44.425,44.36,44.49,1.0790921573515433,2025-10-03,0.02190280629705681,0.02190280629705681,0.0583735370117685,0.7949999999999999,0.7712501113184378,verified,44.48183565508271,0.6905414026982768
U,U271217C00065000,Call,2027-12-17,65.0,12.15,13.25,23.0,51,0.694461063232422,44.425,44.36,44.49,1.3367542130463312,2027-12-17,2.2258726899383983,2.2258726899383983,0.040586530268804245,12.7,0.65278071244306,verified,48.62524416651839,0.6692134674146089
U,U251024C00048000,Call,2025-10-24,48.0,2.07,2.28,2.0,86,0.6865265722656251,44.425,44.36,44.49,1.0754766018358308,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,2.175,0.6972918817254424,verified,44.631375446071395,0.7320414549955983
U,U251024C00050000,Call,2025-10-24,50.0,1.6,1.75,9.0,68,0.6989776196289064,44.425,44.36,44.49,1.1202881269123237,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,1.675,0.7117594510324365,verified,44.631375446071395,0.7343966092228066
U,U251024P00043500,Put,2025-10-24,43.5,2.72,2.94,35.0,40,0.6430699755859376,44.425,44.36,44.49,0.9746506704137217,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,2.83,0.6831769858466921,verified,44.631375446071395,0.7041741692689734
U,U260220P00024000,Put,2026-02-20,24.0,0.54,0.59,1.0,69,0.7016631396484375,44.425,44.36,44.49,0.5284661842551432,2026-02-20,0.405201916495551,0.405201916495551,0.0543628139687135,0.565,0.7272613842337217,verified,45.414447915579046,0.7152415275943861
U,U251024C00049000,Call,2025-10-24,49.0,1.81,1.98,36.0,74,0.689700368652344,44.425,44.36,44.49,1.0978823643740772,2025-10-24,0.07939767282683094,0.07939767282683094,0.0583735370117685,1.895,0.7015446394546752,verified,44.631375446071395,0.7332306209433754
U,U271217C00013000,Call,2027-12-17,13.0,32.9,35.0,2.0,19,0.8654798608398437,44.425,44.36,44.49,0.2673508426092662,2027-12-17,2.2258726899383983,2.2258726899383983,0.040586530268804245,33.95,0.7578063088650328,verified,48.62524416651839,0.7146862852257215
U,U251003P00039000,Put,2025-10-03,39.0,0.27,0.3,1.0,168,0.6816438085937502,44.425,44.36,44.49,0.8767623778481288,2025-10-03,0.02190280629705681,0.02190280629705681,0.0583735370117685,0.28500000000000003,0.7647004895836474,verified,44.48183565508271,0.7239146220912841
