Ticker,Date,Open,High,Low,Close,Realised_Vol_Close_30,Realised_Vol_Close_60,Realised_Vol_Close_100,Realised_Vol_Close_180,Realised_Vol_Close_252
PRGS,1992-07-28,3.649383554881498,3.7480151653289795,3.649383554881498,3.7480151653289795,63.68889217369315,57.947342867736154,52.69232769116411,51.21280984614779,51.33909506457014
PRGS,1992-07-29,3.6986995597365984,3.9206215163894926,3.6986995597365984,3.895963191986084,63.359499203163914,58.45258081224971,53.03769146963203,51.41788251675561,51.45341024639912
PRGS,1992-07-30,3.8219909237989214,3.9945967197418213,3.8219909237989214,3.9945967197418213,61.037793493401146,57.86360959981387,53.171858375673494,51.48426678017047,51.32135045131817
PRGS,1992-07-31,3.8713059418729125,3.994595891492515,3.8713059418729125,3.969937562942505,60.77689706532497,57.87820638616951,53.045350793919965,51.46904491981935,51.32673305612142
PRGS,1992-08-03,3.8713052908652155,3.994595219752097,3.8713052908652155,3.895963191986084,59.73096274604828,58.03538539542785,53.08366895020416,51.47349060448387,51.36087309635356
PRGS,1992-08-04,3.96993621671008,3.96993621671008,3.846646308898926,3.846646308898926,58.60345739512161,58.065357963511865,53.10298897070903,51.24290679479814,51.370378687667525
PRGS,1992-08-05,3.895963191986084,3.895963191986084,3.8219894886234793,3.895963191986084,58.50894545341156,57.385532393299954,52.89703967874873,51.243434475406445,51.383160388456716
PRGS,1992-08-06,3.895963191986084,3.895963191986084,3.8219894886234793,3.895963191986084,58.555774753815705,57.258503403641704,52.841141662061744,50.86370381213444,51.373527331179524
PRGS,1992-08-07,3.8219894886234793,3.895963191986084,3.8219894886234793,3.895963191986084,57.81711629907995,57.242724267686526,52.78568336162061,50.76834021130884,51.348250302927326
PRGS,1992-08-10,3.7973309383699196,3.846646308898926,3.7973309383699196,3.846646308898926,55.71146569165711,57.282576472984694,52.80511240743313,50.73607088291121,51.33341970410442
PRGS,1992-08-11,3.797332083889729,3.84664746929543,3.649383811259646,3.7850027084350586,41.92360212959892,57.291734843359244,52.85578749973616,50.670135254437355,51.115850624394945
PRGS,1992-08-12,3.7850027084350586,3.7850027084350586,3.7850027084350586,3.7850027084350586,38.17252861429174,57.00161855075952,52.852719704674236,50.53060788825131,50.71599188768422
PRGS,1992-08-13,3.7973318171178527,3.7973318171178527,3.7480151653289795,3.7480151653289795,37.09404562648733,56.73259004524432,52.8562014986077,50.411239482085065,50.667780118249084
PRGS,1992-08-14,3.7480151653289795,3.7480151653289795,3.7480151653289795,3.7480151653289795,37.09404562648733,56.63101014951189,52.39523004032184,50.31025393966853,50.60530677303312
PRGS,1992-08-17,3.7480153915654104,4.043911933898926,3.7480153915654104,4.043911933898926,42.62064045476792,58.59598628479733,53.68159481578244,50.58924091680069,51.0423073647974
PRGS,1992-08-18,4.019253730773926,4.019253730773926,4.019253730773926,4.019253730773926,35.426280115587325,57.679977122845436,53.50243601302509,50.4872028147488,51.04263943013364
PRGS,1992-08-19,4.019253730773926,4.019253730773926,4.019253730773926,4.019253730773926,35.4584892300783,56.2226463474847,53.09674339960877,50.48201584846345,50.88524411008224
PRGS,1992-08-20,4.019253730773926,4.019253730773926,3.8959633728799954,4.019253730773926,34.80240483201408,55.72511740327049,52.64237320174878,50.075376673380354,50.880574058807724
PRGS,1992-08-21,3.945278796182722,4.006923969172969,3.945278796182722,3.9576077461242676,35.25615867416653,55.71029917108162,52.11807094036468,50.03173522917849,50.90252933930408
PRGS,1992-08-24,3.871304629087131,3.8959625259928683,3.7850015666345826,3.846646308898926,35.76166418970585,55.95489830381426,52.319999123627014,50.12158974416522,50.81368539361155
PRGS,1992-08-25,3.8466473770812017,3.8713057041168213,3.8466473770812017,3.8713057041168213,35.75361188624752,55.899159381610644,52.31671265314666,50.050992737465286,50.74086880935253
PRGS,1992-08-26,3.945279415375923,3.945279415375923,3.8466473770812017,3.8713057041168213,35.010915167532566,52.06093827675099,51.946144791665716,49.791570127848445,50.53938099104147
PRGS,1992-08-27,3.969936696065813,3.969936696065813,3.9206213195821507,3.9576077461242676,35.433850111957874,51.73896553663452,51.82131012405434,49.57102162491799,49.46569034653308
PRGS,1992-08-28,3.969936543497231,3.969936543497231,3.8959628466908405,3.9452786445617676,35.47195935453346,51.71323227654445,50.99803442548403,49.5493165777345,49.4626865196019
PRGS,1992-08-31,3.969937562942505,3.969937562942505,3.8959638471403104,3.969937562942505,32.74112598211863,51.46626260060064,50.81879776667277,49.45354372692484,48.97494611918401
PRGS,1992-09-01,3.895963191986084,3.9206215163894926,3.895963191986084,3.895963191986084,32.40689186268745,51.17680697918491,50.52714455598696,49.49875363941012,48.92385558001277
PRGS,1992-09-02,3.895964019146728,3.9699377382148544,3.895964019146728,3.9206223487854004,32.34967289421061,49.96107946249717,50.490664251330266,49.49808751697843,48.51057603363106
PRGS,1992-09-03,3.969936543497231,3.969936543497231,3.9452786445617676,3.9452786445617676,31.551225480745426,49.936518019180134,50.48979740728555,49.489923824642965,48.5141522726997
PRGS,1992-09-04,3.9206223487854004,3.9206223487854004,3.9206223487854004,3.9206223487854004,31.195968455900697,49.74252645055948,50.48880009397089,49.48289257489989,48.513210628363765
PRGS,1992-09-08,3.9206221756903203,3.969937562942505,3.9206221756903203,3.969937562942505,31.353676387997837,49.776314126264545,50.3605428956986,49.44653277262672,48.528294842540035
PRGS,1992-09-09,3.9206221756903203,3.969937562942505,3.9206221756903203,3.969937562942505,31.353676387997837,49.776314126264545,50.3605428956986,49.41923156820644,47.75419092867841
PRGS,1992-09-10,3.9699378908515737,4.241176564327182,3.945279983547481,4.167201995849609,32.459679269833316,49.97838755101548,49.54015417727441,49.63214413309181,47.998777711049854
PRGS,1992-09-11,4.3398077132055795,4.41378142693031,4.265833999480849,4.352137088775635,33.98514906827606,49.159337627930505,49.919994384819056,49.788593486246455,48.0922874718481
PRGS,1992-09-14,4.339807033538818,4.487755284382977,4.339807033538818,4.339807033538818,33.921365554320616,48.897403478332926,49.78668806319178,49.78589623892595,48.08888221810795
PRGS,1992-09-15,4.438439492476868,4.4877557219947075,4.339807456723762,4.41378116607666,33.50547419462595,48.0914771407568,49.52186902357328,49.77088750989846,47.74081423517858
PRGS,1992-09-16,4.48775577545166,4.48775577545166,4.364465835112325,4.48775577545166,33.29862095574085,47.32454133255223,49.55920474702309,48.99986862568449,47.765170449905426
