Ticker,Weighted IV (%),Weighted IV 3m (%),Weighted IV 1d (%),Weighted IV 1w (%),Volume,Open Interest,Volume 1d (%),Volume 1w (%),OI 1d (%),OI 1w (%),Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Rvol100d - Weighted IV,Realised Volatility 180d (%),Realised Volatility 252d (%),Rank
GPN,45.89378595670593,,,,3680,108992,,,,,87.83999633789062,89.19499969482422,87.83999633789062,,,,,,,,,,41.32154512693006,37.52856288994152,54.45099862323276,,,26.13748036760175,55.54628727948718,38.5101276610418,94.02390438247012,93.54338482017526,8.55721266652683,44.55075847904521,41.27362751984754,51
MMM,26.92299414737407,,,,16325,160053,,,,,156.52999877929688,157.1999969482422,155.75,,,,,,,,,,27.07988090235382,23.47601512600828,34.98825359212666,,,20.31290824389452,38.80743915823398,32.52842046473163,33.46613545816733,64.37938412313245,8.065259444752591,31.13094800394597,28.856444412611783,52
BHR,58.732955843419596,,,,1083,2641,,,,,2.7300000190734863,3.0999999046325684,2.509999990463257,,,,,,,,,,74.3598820972155,59.1940671718022,66.69364434153849,,,45.53037542965999,68.66120907956387,54.69431702314173,98.40637450199203,97.73403834012984,7.960688498118891,58.76897463055116,55.61361764955518,53
EXPE,37.48366770876984,,,,7867,69596,,,,,212.2100067138672,214.8699951171875,211.21499633789065,,,,,,,,,,32.289908202509274,30.11485417114872,45.328401328213694,,,24.333111621504308,55.961858544040986,42.01535381644854,61.354581673306775,63.73847413172208,7.844733619443851,45.77457304776733,40.966299419167406,54
MKSI,58.93300135926023,,0.500027213600012,4.246297089840822,443,2325,6.235011990407674,86.1344537815126,0.4319654427645789,28.16979051819184,105.6750030517578,106.5500030517578,105.04000091552734,,,,,,,,,,46.98903254927679,42.284651130593446,66.69755704669936,,,42.8708699382299,79.69344331919372,60.54904465950314,61.354581673306775,67.39463090445928,7.7645556874391275,64.76080504030188,60.682700618564,55
CVX,21.437438617771146,,,,46672,640127,,,,,159.24000549316406,159.99000549316406,157.36000061035156,,,,,,,,,,16.46856602942684,19.212302268832318,29.176764591858035,,,18.835345694841347,32.30552218113692,24.71518242203603,61.75298804780876,79.3910065632039,7.7393259740868885,27.11691341398107,24.926544700330385,56
SPHR,51.23398083233164,,,,1851,34467,,,,,43.0,43.75,42.970001220703125,,,,,,,,,,46.55018599950533,42.250943365073454,58.84587859252277,,,38.29774627655994,67.6449284712495,53.47626161446581,61.354581673306775,71.6840830117572,7.611897760191134,56.72438633005338,53.52375805643723,57
TSLA,60.88455267475099,,,,1547759,7755847,,,,,349.6000061035156,355.3900146484375,349.156005859375,,,,,,,,,,42.46934105559072,57.87590218768194,68.45536779520674,,,57.722102740489056,81.75912194323858,71.68618182490702,28.286852589641438,31.525560059597858,7.570815120455748,70.34742148401547,70.12202421758553,58
SLB,37.16637297395309,,,,14460,756224,,,,,35.97999954223633,36.220001220703125,35.220001220703125,,,,,,,,,,30.32219582950417,32.996117941323064,44.64533301415754,,,25.128634405585725,46.008706252979,34.918099443534615,83.26693227091634,89.41205339100404,7.478960040204456,39.024590084512326,36.52472065315196,59
ABBV,22.27832614048537,,,,11095,309906,,,,,208.05999755859372,210.4199981689453,207.81500244140625,,,,,,,,,,18.29411708063549,19.1554827659802,29.466311512407277,,,18.38280864795551,33.003195426445195,27.913877366158065,42.23107569721115,64.47265406990826,7.187985371921908,26.203069968812205,28.170058668944232,60
RTX,25.926335542331653,,,,8320,198270,,,,,159.83999633789062,160.2100067138672,159.00999450683594,,,,,,,,,,18.68312451005453,19.01746152285908,33.06480118559502,,,17.227283984336417,34.57651368653412,25.162528646479632,64.9402390438247,87.62010461800772,7.13846564326337,28.38974196941328,26.01793658483381,61
INN,46.379560944816355,,,,276,1235,,,,,5.510000228881836,5.559999942779541,5.320000171661377,,,,,,,,,,45.85174170633021,41.99460265696817,53.39047100226182,,,26.471778434565984,60.199923963685286,40.04846859429967,72.50996015936255,84.7537034491377,7.010910057445464,48.75166398021789,44.64604723177554,62
TRIP,58.17304933126546,,8.062857972494129,6.880797592398922,3309,143245,-60.218802596778076,-61.02473498233215,0.7582631693712324,-2.468833193755064,17.110000610351562,17.5049991607666,17.045000076293945,,,,,,,,,,50.49065656727863,57.87854436438965,64.95028456573837,,,40.13308516102891,68.44697071082302,54.55934814149321,81.27490039840637,86.51103774673017,6.777235234472911,58.597827597240894,54.04528049395314,63
EB,50.8351646812195,,,,213,18400,,,,,2.5999999046325684,2.690000057220459,2.569999933242798,,,,,,,,,,70.70683470966136,57.98730586757896,57.347597633079936,,,48.1202246100292,68.37586065156839,61.161541661799816,22.31075697211155,24.774376187936397,6.512432951860433,61.030366928988514,57.79133637041368,64
ARRY,88.91709574981209,,,,2958,106367,,,,,9.029999732971191,9.609999656677246,9.010000228881836,,,,,,,,,,94.25158596657214,91.09308848948992,95.31291501836245,,,74.83553722466891,96.61639678937875,88.62308144257474,90.0398406374502,86.15231717558112,6.395819268550355,90.2697490458311,91.04553193041664,65
RWT,34.34453871402936,,,,593,29729,,,,,6.0,6.066500186920166,5.989999771118164,,,,,,,,,,37.14828407971865,30.5612601133035,40.636808166505546,,,22.986842661973704,40.785545871179984,30.324405414673283,98.40637450199203,95.1395431179552,6.292269452476184,34.73516102029862,31.74356663705311,66
NVST,38.35681829347166,,-19.770803887619408,-21.43277752176809,228,1064,13.432835820895523,39.02439024390244,1.5267175572519083,1.4299332697807436,21.239999771118164,21.434999465942383,20.90999984741211,,,,,,,,,,46.62878419492344,37.97348393694126,44.64119668228828,,,36.974265625132375,48.22866283907831,42.059475106843266,62.54980079681275,76.01163785864053,6.28437838881662,43.37476387198485,42.14635484638546,67
TREE,66.00897099858025,,,,667,7490,,,,,67.72000122070312,68.68000030517578,67.1500015258789,,,,,,,,,,73.9514841234336,59.97138999917618,72.02887681191761,,,61.84788767808234,87.12959533048901,75.35476264400104,25.099601593625497,31.56436489743727,6.01990581333736,75.10721223849622,74.05944863747168,68
WK,55.38619946374458,,16.774781823994616,10.437860998640673,418,2730,33.54632587859425,62.01550387596899,1.1860637509266123,3.526734926052332,80.37000274658203,80.58499908447266,78.68499755859375,,,,,,,,,,88.31372538057853,66.00547713069324,61.21053867041611,,,27.30349263631675,64.00821244415384,40.886312635669725,92.43027888446214,97.0572427649125,5.824339206671532,55.68980722943604,49.98105798081877,69
LCII,32.02790479152423,,-21.397173235007262,-17.441601611799417,408,1297,-4.895104895104895,125.41436464088397,1.6457680250783697,19.981498612395928,107.9800033569336,108.4000015258789,106.63500213623048,,,,,,,,,,33.91119291641724,32.30462824799588,37.54646648828504,,,31.833844422616306,41.85239322983576,37.93953506515923,31.07569721115538,45.350637391960944,5.518561696760813,37.36053095728746,36.033378882210336,70
MTCH,33.067054591836325,,-18.27588323013913,-25.752180965021076,2525,170202,-19.91753885188709,-36.39798488664987,0.49479228171276063,-1.775748936685923,37.43999862670898,37.66999816894531,37.290000915527344,,,,,,,,,,38.87554931028281,34.012060644465045,38.42324021112886,,,33.95258304427129,47.68484683168637,40.59616332790853,34.66135458167331,30.250324340815876,5.356185619292532,37.94706863809904,39.657019869057,71
CAMT,52.1824355506529,,1.346125709861114,4.409973574075274,1241,20213,0.894308943089431,-31.132075471698112,0.19331813224942998,0.9791677074486687,86.9000015258789,88.6261978149414,85.12000274658203,,,,,,,,,,46.88160543814857,47.75488985451121,57.426324587989406,,,56.15500633210693,72.38979990056859,64.62240374423256,6.772908366533864,4.381103643157378,5.243889037336508,61.70161567616079,60.86646894469543,72
NEE,27.414779797733246,,,,71440,624262,,,,,73.88999938964844,75.01000213623047,73.41000366210938,,,,,,,,,,27.01987968792568,26.19123692629199,32.60582327396321,,,22.251578882537487,34.655265181249,28.689911724202247,80.0796812749004,87.85684830345065,5.191043476229964,30.36418622123909,28.692921183281904,73
AR,45.40775399141712,,,,8742,165622,,,,,31.299999237060547,32.09000015258789,31.290000915527344,,,,,,,,,,43.77972673529401,40.16383148118526,50.5610870892249,,,35.10160533242213,54.22762131472973,45.14102686388513,61.75298804780876,79.85722104238847,5.153333097807781,47.87026548506017,45.94527695125226,74
EEFT,33.14131493921203,,1.2383099014557997,1.1526397323422162,450,3910,-34.01759530791789,0.0,5.3908355795148255,14.93239271017049,93.91000366210938,95.76499938964844,93.83000183105467,,,,,,,,,,31.00303168719461,29.68609054150996,37.987289311591226,,,21.282127363920164,42.813394599412646,31.477487259765507,61.354581673306775,80.4457882040575,4.845974372379196,36.27268719191596,32.78224265998062,75
GBX,44.313486328143,,,,887,3643,,,,,47.16999816894531,47.18000030517578,46.6150016784668,,,,,,,,,,29.68304331919367,47.60415540713382,48.98587604935036,,,28.473771072547795,51.47333414738694,40.22607688001032,84.06374501992032,93.59536616990218,4.6723897212073595,42.90172151069852,41.66625105569387,76
W,72.27352090384048,,-2.1600696722300654,-0.8947355010246585,28084,301094,-21.460931819452988,-4.596256411998505,11.661042091600223,14.818388087021184,74.48999786376953,75.01000213623047,72.94000244140625,,,,,,,,,,56.191798740940015,50.04230380082653,76.82524561841838,,,56.88626887546771,99.03431536187334,75.61038425612553,59.76095617529881,53.043898744345405,4.551724714577901,81.79689012575932,75.37412501186058,77
SHEL,23.79697757698087,,,,15164,215218,,,,,73.70999908447266,73.88500213623047,72.88999938964844,,,,,,,,,,13.039066715223091,17.333939148954187,28.210793752685188,,,14.629866324618783,29.36611880731813,22.670127439672356,62.15139442231076,85.9294992413775,4.413816175704319,24.44644822229481,23.458700328230584,78
