Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,One_Yr_ATM_Rel_Error_Call (%),P90_Rel_Error_Call (%),Restricted_P90_Rel_Error_Call (%),One_Yr_ATM_Rel_Error_Put (%),P90_Rel_Error_Put (%),Restricted_P90_Rel_Error_Put (%),Skew_90_Moneyness_3m,Skew_80_Moneyness_3m,Skew_70_Moneyness_3m,Skew_90_Moneyness_Vol_3m,Skew_80_Moneyness_Vol_3m,Skew_70_Moneyness_Vol_3m,ATM_12m_3m_Ratio,IV_Slope_Call_90_3m,IV_Slope_Put_90_3m,IV_Slope_Call_80_3m,IV_Slope_Put_80_3m,IV_Slope_Call_70_3m,IV_Slope_Put_70_3m
12,DDD,3D Systems Corporation,2.9100000858306885,91.42771800699572,108.89429372735373,-0.34748188365319815,0.936010287668213,61.21035797733349,111.19770210636841,88.3112631820455,97.51243781094527,93.6532547115143,102.69101174073828,99.7363745357066,1.2327328264787931,4.260949768673929,-98.85292331922108,1.179756107139828,3.3867885942833,,1.179373818642609,8.729015996231535,-98.65811765776759,107.66156090087493,8627.0,-14.96303597831444,,86521.0,-0.7923221575012613,,57.0,0.4873648157672755,12.370903453070268,1.860223740032588,0.1577618317047073,69.35677152885619,51.11017732971023,1.069748008544113,1.1403237445502517,1.2197296548433318,1.042629219753349,1.065942619215863,1.0951150679739476,0.85316252371019,-1.0010980285074522,-1.2009712503340264,-0.9593396226376673,-1.2238059338181562,-0.911243587626842,-1.2464993515449163
13,ETSY,"Etsy, Inc.",63.59999847412109,54.129836051027226,49.62449999650194,-0.6544539451685469,-1.1695848691978836,37.28757008718876,51.84004671749417,44.55744818506257,96.76616915422885,93.03048479662615,48.98820453905151,46.5908615826444,0.5463791208385301,-12.472185067840662,-99.224880772955,0.5471302958577734,-5.644244670109394,-99.04537657419517,0.5355571485738665,-1.0614674152911678,-99.00699365130953,49.07812087566341,21439.0,-27.20450918474755,,307951.0,2.4232950293516042,,335.0,18.707849356798437,14.82074824059734,14.629898374672196,2.967089657992197,13.884511357940834,12.472243908463192,0.1555134122869662,0.2333211496182267,1.3028279235074405,33.77782289379817,21.230875508235663,1.0205791545057306,1.0018168009340649,-0.0171608980244486,0.0,-0.023265887006546,0.0,-0.0300198190961165,0.0
14,HAE,Haemonetics Corporation,47.66999816894531,30.725316103431865,56.46777748182004,1.2287522570173244,1.067384927934291,25.214113995597014,59.07047489789142,35.68141486467309,95.52238805970148,99.32280143994802,50.97322836071433,46.993691392022384,,,,,,,,,,,1448.0,-8.816120906801007,,8999.0,1.8101595203077272,,,,,,,,,,,,,,,,,,,,,
15,AORT,"Artivion, Inc.",40.43000030517578,30.57959381014102,50.083291391988446,0.1375232643081182,0.10814009217864366,24.51585903840159,51.547167258533634,35.037722229781856,95.27363184079603,98.27509406804586,43.95490193549364,39.76102433012279,0.6187876001407809,-24.57150022203466,-99.09473009421842,0.4318374147780643,-38.89990497091536,,0.4318374147780643,-5.823153855362565,,49.46450379184766,126.0,0.0,,503.0,11.283185840707963,,10.0,,,,,,,,,,,,,,,,,,,
16,RUN,Sunrun Inc.,16.90999984741211,109.0664249377526,157.7668725810729,0.09742244912669622,0.166162252350907,74.03717155482322,161.8446869769257,100.76682700332168,94.77611940298507,98.67880126763218,130.3144565296253,120.86429679761449,0.9109413008079746,-3.0783286784858728,-99.21006153361648,0.9095896369099549,-2.401261438705735,-98.9898382399796,,,,156.85593128026494,59590.0,72.75468197367658,,857603.0,1.028779436191643,,349.0,13.370874335449049,13.4276480734195,9.374904028430652,9.186823204825863,15.335693431971974,13.01959473825517,1.0889788326986585,1.175023892252669,1.2692611725892196,1.0153859495527158,1.0136681745868543,1.0120416517004325,0.9968413137128714,0.0195491771012301,0.0699189224562246,0.0104783311157818,0.0605978489724989,0.0027563302316402,0.0500303837278615
17,CDLX,"Cardlytics, Inc.",2.380000114440918,241.15626712353887,175.11060075800117,-1.107978363238363,2.399416818523511,78.74154698774446,197.55471357602104,136.12767494580837,94.5273631840796,88.4875079989,148.86679659533755,133.2849022969236,1.9767308792437075,-4.386468883917482,-98.84985121403959,1.8513899802924438,-7.911670796583572,-98.85392983557475,,,,173.13386987875745,3896.0,-82.38459103856762,,80555.0,14.470243846984596,,38.0,0.6733283489220423,29.52854031861365,,0.0186844358861726,,,,,,,,,0.7852588300186523,-1.264433248004182,-1.1415482522617038,-1.1933871035054722,-0.991115480043936,-1.11529168546054,-0.8189913705194951
18,IIIV,"i3 Verticals, Inc.",31.56999969482422,33.86682264514548,39.526815773804834,0.0062618046531852135,-0.027364847249207912,32.029354930596746,40.56914192965004,36.525154898970015,94.5273631840796,94.59553060477405,37.345970411572665,36.46611784877113,0.5356997918268694,15.03515352353501,-99.21522794014707,0.698575317999299,78.15208894252463,,1.0786219948753937,192.08599116769386,,38.99111598197796,24.0,0.0,,706.0,7.132018209408194,,11.0,,,,,,,,,,,,,,,,,,,
19,LNTH,"Lantheus Holdings, Inc.",51.470001220703125,41.71518961688266,77.12713886002042,-0.08975253149472856,0.32127729324490784,43.09056390448553,78.10396836811547,61.890974528438235,94.5273631840796,94.02049318397876,66.56459580815253,64.2478365059095,0.7582920748007768,30.330513699451384,-99.0095857319433,0.587825358160172,2.4497348863409822,-99.05435601653065,0.5084619940582435,-11.574988625376978,-99.06567395908947,76.36884678521965,1943.0,-5.5420515313563445,,11790.0,1.4629948364888123,,156.0,4.210218182140622,72.87115845023337,15.937348504976695,9.554701618641538,82.57295959433898,35.346487408450194,,,,,,,1.0494218921463516,0.0177246584498608,-0.2724431293726348,0.0151334449243201,-0.2716850947174221,-5.801051926591249,-0.1627596134732845
20,FLR,Fluor Corporation,42.400001525878906,31.71857241974818,65.4991523290708,0.3272196585998774,0.8818445381360979,27.358025672424542,71.26268913262712,43.96230866603376,94.27860696517413,96.5294179547565,62.222127674963566,57.5850551204893,0.5315520400926147,0.0747192461125288,-99.14246878293294,0.5806700086124281,0.6590767828608788,,0.4973229828012316,-14.039542774373187,-99.06419934288105,64.96760028897818,9635.0,-16.151770951179184,,188914.0,-1.129417183051415,,164.0,0.5712882451104286,6.477916689565436,1.1992513600285166,2.4380100254568124,5.154965526158654,3.4089355095631517,1.06908738305748,1.166317422607738,1.270733250204175,1.2690765377180215,1.3740308993098644,1.527743752363694,0.9497661542227268,-0.6695439084148935,-0.3626507438680704,-0.6142120731603695,-0.2666047532136062,-0.5512081832984572,-0.1999927423543268
21,BLMN,"Bloomin' Brands, Inc.",7.130000114440918,42.05001968358085,90.78883944175182,0.2338991830812807,0.3574713353780531,29.58689121013712,98.43965983621266,55.032914651274346,93.53233830845771,95.15589660104415,84.82694201473265,76.93758685015166,4.51699525802817,-32.46332383486277,-99.0792534953242,4.09849850612321,-14.842226222459987,-99.19574038021031,,,,86.27184418372364,1150.0,-28.035043804755944,,28659.0,-1.8729028281859892,,41.0,,,,,,,,,,,,,,,,,,,
22,ZD,"Ziff Davis, Inc.",36.470001220703125,34.980940764805595,53.68737053202152,-0.5048245692952097,-0.7735227323115794,29.118848552331205,60.964616545865894,41.35063380902506,93.03482587064677,94.25756760128166,52.1373756448428,49.07727869766004,0.6002784187718775,15.435687501365667,-99.56630585768352,0.5707749536960415,-2.6135025949376494,-99.24971255477641,0.6323393575952304,-18.707489548290823,-96.73273227982102,53.08709211324964,657.0,1.0769230769230769,,2924.0,0.23997257456290708,,33.0,7.616464184180039e-08,,,1.8251293483001227,,,0.1119679590930986,0.2093303477314585,0.3093167850770741,890.2656128711913,620.4436513136098,371.28165461070193,6.496561480645799,5.497062152695631,-1.1050254096070244,7.552380586948848,-1.870247976475392,9.694310084901348,-4.739021361710644
23,DAY,"Dayforce, Inc.",68.8499984741211,68.08945987145833,49.32194357931777,-0.0019561627485639205,-0.1492029213451368,28.840294612645433,57.91461249555342,38.409988356638884,93.03482587064677,95.71246197471935,47.537228515468826,43.51350118533826,0.1041777713452481,136.34712034803204,-99.72702280422358,,,,,,,49.21776580797252,698.0,-7.671957671957672,,10131.0,0.6857483601669648,,39.0,,,,,,,,,,,,,,,,,,,
24,RNG,"RingCentral, Inc.",30.21999931335449,37.66097784328925,54.470995754816045,0.014537387419667971,1.8177527735759118,39.066163102060855,60.777901408626974,46.058557347184085,92.7860696517413,96.03339084789391,51.55395645114508,48.69747966458202,0.46018191311925005,-7.370097233994459,-99.48918034675509,0.4504087959614718,-9.561341875663492,-99.20391818222075,0.3902397306429141,-7.976306697516181,-99.13480678052426,54.010813841696795,3152.0,-5.62874251497006,,25760.0,-0.08920606601248886,,80.0,1.9040714912412928,,,15.797942997811784,27.433675079707843,35.74152533302669,,,,,,,1.095419908788358,1.6177446418104424,0.5167040067736162,0.4119755155335136,0.0476650241727771,-1.28528668615574,-0.5038954020378239
25,CHGG,"Chegg, Inc.",1.4500000476837158,115.72731449698482,118.22461983820833,0.5871117540707521,2.7583095870859,39.2075099595919,122.32215290326116,89.47495097621385,92.53731343283582,90.99354085786453,115.82588054551314,108.72253061555764,1.3397122898040659,-12.977197981872202,-99.18432872026483,1.3288090895664422,-8.248519615020946,-98.9003987160706,1.600675371760831,35.16630774674028,-98.60919739629041,116.88490754840426,3709.0,2.2608216156603254,,114975.0,0.7094994087504927,,48.0,9.457509624294778,25.473436233965955,58.53602219314055,10.84890730859816,,18.35926239974121,1.126556426376958,1.202896077607814,1.2852227678477766,0.8739094982015717,0.8468260629957549,0.8192234285804386,0.9011387454549354,-1.304084752074386,-0.3428548620318383,-1.5983164542940909,-0.3659665110260501,-1.9371028775311272,-0.3923097896664229
26,SPB,"Spectrum Brands, Inc.",52.16999816894531,35.53747450409169,39.22518067158823,-0.3444440718103097,0.8938336832611877,21.169001732100778,42.989584111453354,30.988716221151268,92.03980099502488,93.55521915428619,37.57458701553272,33.87779930415645,1.9817785926664537,271.8281292072473,-99.25457248656377,2.2156590899972817,302.35509828465246,,,,,37.243402078921775,765.0,-1.5444015444015444,,6576.0,0.07609191903819815,,30.0,,,,,,,,,,,,,,,,,,,
27,ENOV,Enovis Corporation,30.020000457763672,39.79094174147536,54.41017323667834,0.4665310662060007,1.1979011935925798,25.37431369297009,59.65217437767518,36.92495384719073,91.7910447761194,95.82289147108042,50.68085576950339,46.320774338034056,0.6515134649970468,3.9599879264993767,-99.02544271727575,0.6708632595945334,8.383573427311797,-98.91523476245337,3.5575418576645195,,-93.48126695521256,53.758659771681295,359.0,-67.15462031107045,,8175.0,0.0,,28.0,12.426949041419206,,21.823890543686623,,,,,,,,,,,,,,,,
28,SRPT,"Sarepta Therapeutics, Inc.",17.719999313354492,68.5355467461143,148.70728182981225,-0.01592464119495834,0.4349442330610537,29.375331619192963,157.81354201244778,71.76265306205971,91.29353233830845,97.78340585787049,122.94752489413835,106.40757574440605,1.1399722325120067,4.326088484455095,-99.1085900115091,1.1655209510922802,0.1745016007019513,,1.0611553306925092,-15.498183271776863,-98.99123122346131,147.56730959730024,12780.0,1.8002230364823961,,223887.0,1.1877482949846108,,212.0,7.229678603488583,16.141902102157104,10.276450710827694,6.666745918282989,20.33852448794158,25.324606552220494,1.0868453380079708,1.161740638037488,1.245173166253883,1.0007176958992678,1.016862523603992,1.0360251086418055,0.9964449582812042,0.2151923574852388,0.0264189017690763,0.2108901152588216,0.0294496395186194,0.2046876803351582,0.0328858872905013
29,IART,Integra LifeSciences Holdings Corporation,13.18000030517578,54.176914640912365,68.6662728567338,0.5374181131138629,1.5243967437304482,30.60307800890232,72.69003177761489,55.88959889464261,91.29353233830845,89.53104101283802,62.4614101156393,61.04182698362678,1.1341670682347618,31.265843551885975,-99.21490361762628,1.7375570851574738,78.72741686107321,-98.36701203169285,,,,67.53210578849904,73.0,2.8169014084507045,,572.0,2.3255813953488373,,16.0,,,,,,,,,,,,,,,,,,,
30,WK,Workiva Inc.,83.7300033569336,40.90114241341946,55.971123755120736,-3.8417138885922073,-3.4204395769244686,26.379587505684526,64.00821244415378,40.00691546324871,90.54726368159204,94.20638099692157,56.874062577640046,50.59759411577265,0.5616170997707289,34.88063283735721,-99.1271830292236,0.5434428604515036,25.953629471577273,-98.86135599241341,0.3614722865957209,-17.893406539561184,-99.07327327503751,55.40950665535001,277.0,-2.1201413427561837,,2570.0,-0.6955177743431221,,41.0,10.816988855413951,,,,,,,,,,,,,,,,,,
31,XRX,Xerox Holdings Corporation,3.640000104904175,51.18020840920663,77.5468634872461,-2.2641562703840354,-1.5647208131226351,36.02740788045175,89.05182102955726,53.744604780915004,90.04975124378109,95.01176789064377,72.96785390689308,68.39150661220816,2.065045052295184,-1.4164164621336537,-99.24495551796464,2.19109766333853,-1.0715688829067083,,,,,75.48181843495091,8930.0,-40.84525702172761,,231994.0,-0.876327202033797,,50.0,5.281337764047018e-06,,,,,,,,,,,,,,,,,,
32,WOLF,"Wolfspeed, Inc.",1.850000023841858,208.01149804144544,291.2965915743249,-0.26968696937739667,-1.0897899479412756,69.77210837176435,308.2315913793809,150.7029986308251,89.80099502487562,96.40854929295163,252.9270619102661,230.0596469986361,3.7955986441319793,-15.95952952079018,-98.9438543902285,4.00809916048721,18.644526515743593,-98.37991095795589,1.7770696275933753,149.51789130205836,-98.23605014480759,287.5009929301929,502404.0,122.6563434836754,,1957265.0,5.004670116991662,,164.0,86.92890721080789,228.4687619660953,91.63248583209808,131.04918024084165,211.81721743975527,185.5474840565664,1.0241175751108715,1.086581803494179,1.066476307179528,1.0801460735197588,1.0536356204242077,1.334881293756865,0.9851029471779574,-0.0417977600425389,0.2612282232342666,-0.0862255961449065,0.2853322551035209,-0.0026167383596065,-1.991136234920532
33,GMED,"Globus Medical, Inc.",55.09999847412109,26.741077788495023,53.45855473633584,-0.0839352253865664,0.3491171916489848,22.651115729305253,56.64515918450967,36.12396616752446,88.55721393034825,93.90931262172032,45.66914508116564,40.8541741892781,0.41590430064910283,15.449116694428527,-99.473017529457,0.42878228140303654,20.626774480224093,-98.90277597823379,0.3762274382872461,18.156618270851155,-98.41519437028995,53.04265043568674,431.0,-3.7946428571428568,,3943.0,0.6894790602655771,,47.0,16.996881864662257,,,2.1237064051990338,,,1.5083027926331938,1.8739685668908048,1.9998850254335272,0.156891823625568,0.0743872874651963,0.0464919128002453,2.582997401867081,-51.62559833926361,-0.158349612983083,-31.92482789517581,-0.4962679385590446,-9.592901363783657,1.5237913709825883
34,MP,MP Materials Corp.,77.12999725341797,53.77662478452493,97.11720982871704,0.6048481917565817,0.9654303371625126,51.543735142020076,111.58113488748329,68.08987205227626,88.05970149253731,95.0237739268586,89.69697548189053,83.78694279324593,0.8288375976728994,-0.19724028613525846,-99.19441764357751,0.8574888384677449,8.126902074125912,-98.85854928469723,0.97708171852079,27.1046489982037,-98.61621906667176,96.28837223104414,165108.0,203.64131234368105,,544982.0,15.028251449509373,,564.0,3.030687454824757,26.609661368860333,27.106246692176384,9.26115253646842,28.199022979369172,28.072957916231164,1.0970485411190236,1.184783026595258,1.280378116909725,0.9923255733779528,0.9901036206458051,0.9886577451761306,0.9674750730524524,-0.032160524509911,-0.0512082829551285,-0.0469580962247639,-0.0568859554474776,-0.0499693807460011,-0.0633079732377805
35,AMPH,"Amphastar Pharmaceuticals, Inc.",26.36000061035156,27.44283431051165,45.72803916315216,-0.12403188322302133,0.033957837552529395,26.914964641025467,50.04990537409873,40.45937732847918,87.81094527363184,87.46915903022732,43.95408834220213,42.94085119635346,1.4620170498964788,,-98.72218735364243,1.856737155397789,,-97.60755745500089,2.140123323803415,,-94.66592619878385,44.26602211325568,124.0,0.0,,1229.0,-1.285140562248996,,20.0,,,,,,,,,,,,,,,,,,,
36,MTH,Meritage Homes Corporation,71.38999938964844,37.42003908272697,41.01657156753376,-0.05220146769991441,0.30387094892423044,32.77293508655134,45.348468526584575,38.37994247736642,87.81094527363184,83.99414748337666,40.71405317112278,38.64358249005236,1.7864841831457754,60.9157292887549,-98.95457713609474,1.5752158530582767,14.032384064310902,-99.10652742528715,,,,39.230087384387986,1604.0,73.96963123644251,,4851.0,0.47638773819386915,,51.0,3.7637110608562807,,,2.5227468968129554e-06,,,0.5291460597093098,0.5588873587110097,0.596811573166275,0.8627083165792949,0.9049346347122508,0.9555972253447498,2.313416339029492,6.3126577228576615,-3.717183399743751,6.68644618963804,-3.5643226376918524,7.101679620598766,-3.395265576839668
37,MODG,Topgolf Callaway Brands Corp.,9.199999809265137,35.53981295883747,70.78349890992754,-0.15881140260873447,-0.061470943444516944,30.84653613410195,77.99869457936714,54.039707715558315,87.56218905472637,92.07240066938787,65.51160564106821,62.14800433858738,0.7064527252819769,0.2715539386218019,-99.04678286632232,0.7473061707957642,1.2006996170151505,,0.619529967006963,-8.548183733417957,-99.0002707665239,70.07704618464557,781.0,-44.17441029306647,,38326.0,-0.6300396691643548,,38.0,2.891332545206115,13.334704029156564,8.489436777194468,2.1772632987052707,,,1.0944611403843998,1.1871931842372994,1.2843632290773812,1.0309670152381871,1.0282571797295583,1.041649618258531,0.8235572114434527,0.3143455203089562,-0.2439301599971577,0.2523378945557264,-0.2021350134557842,0.1821430273077351,-0.1514781241629126
38,SABR,Sabre Corporation,1.7699999809265137,44.11905171570569,85.68040969063867,-0.0014397194480608513,-3.8859208426550538,50.548637779694694,104.2381782643277,71.4117671496588,87.56218905472637,85.65578563649707,86.99318581241656,81.24546904573432,0.9496747090555978,-24.172846474569912,-99.13998683837798,1.4508064377054815,-3.4270771108471454,-98.46270307054957,,,,84.73073498158307,10947.0,-9.273993038289408,,244517.0,0.5783366445779912,,79.0,1.4211773345710788,62.72351380584352,52.72097475059624,5.287256299167224,92.34964477745942,32.580814067964624,,,,,,,0.86128638864619,1.1160037736964723,5.472675960372985,1.044768306763838,5.002405299357693,0.9640248922662686,4.450946427653646
39,LCID,"Lucid Group, Inc.",23.040000915527344,67.98707516635587,83.25495332566537,0.002157164285740898,0.9979489046487721,64.67668616730855,86.68821339611225,78.09142909177103,87.06467661691542,85.87959777243867,77.78835515338588,77.28020392822955,0.8394428951193299,-30.048556792298193,-99.15187914502359,0.7974520912333685,-37.65688705396184,-99.18110662643252,0.9845410039528656,0.22905825466757768,-98.53845175268503,82.41551043054604,72783.0,-14.41321730950141,,2663385.0,0.4891298401272854,,332.0,10.464746786749757,29.935028741462176,27.460471250950864,12.91301025202972,28.442313275240664,13.364909364694167,1.120054971793235,1.208704704590733,1.3034696189625872,0.889490194080391,0.8653080756762859,0.8410805789610611,0.9988310143609048,-0.1054282915574356,-0.3891196462757484,-0.1203642502705382,-0.391347406384801,-0.1371194843096945,-0.3938494119821722
40,GWRE,"Guidewire Software, Inc.",234.5399932861328,56.58542178251243,42.35614395157943,-0.3059598710959369,-0.2194373433219105,22.381501772663746,46.44806395352896,35.24534353269133,84.5771144278607,85.56297279949192,42.57993113778444,40.15729372832357,0.43477884259011856,24.733848450132452,-99.0268963997831,0.4302701203437882,17.712730190967964,-99.00630202009964,0.3229811467673316,,-99.19505535980504,41.92136510898931,1266.0,-1.6317016317016315,,6094.0,6.0194850382741825,,134.0,18.84984957955678,34.49889913895937,31.37893493068832,11.11598408130035,,39.16048904482493,1.0904532576350947,1.1805123963278057,1.2808462240867031,1.2158421423750316,1.4797935247890293,1.767921215527387,1.0,0.0,-0.2038208488592541,0.0,-0.1774672588525927,0.0,-0.1490309149383001
