Rank,Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
1,HLIT,9.484999656677246,9.574999809265137,9.359999656677246,0.6900167713042628,8.276248959504333,0.6834866332168668,5.104282877190506,0.862068168189925,7.7100127577266555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.270723223455526,N/A,N/A,N/A,460,N/A,N/A,3306,N/A,N/A
1,BB,3.859999895095825,3.930000066757202,3.839999914169312,1.3123347261734417,5.753419020315209,2.879584697296714,7.377048486195129,2.9490588346739224,7.865167862085845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,10283,5.705180921052631,24.97569275644142,296005,2.5761424398155044,2.200378411225279
1,INSM,132.98500061035156,133.77999877929688,131.5449981689453,0.6166319533155166,2.7307869798736037,1.1110280763569147,2.8602193530160687,2.689298908109218,3.2292222034958225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.95127716610933,N/A,N/A,N/A,5566,N/A,N/A,73155,N/A,N/A
1,POST,113.08999633789062,113.16999816894533,111.91999816894533,0.7124369185508295,2.214386263338511,0.19477753576561632,0.550861928366554,0.03575341125256431,1.7084671372014713,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.560197681975268,0.7646216372468623,-23.965481732245138,N/A,393,1.0282776349614395,63.07053941908713,2575,-0.348297213622291,9.388275276125743
1,NTRA,163.11000061035156,165.58999633789062,163.0800018310547,-1.5690097146668254,1.5376003673355907,-0.1627904687491519,2.6577327941427016,0.5673397559007832,4.064829841286595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.19531823897073,N/A,N/A,N/A,978,N/A,N/A,16948,N/A,N/A
1,ORA,92.16999816894533,92.30999755859376,91.44000244140624,0.6442414567528283,-0.11920309038433478,-0.1514325519413653,-1.0186624017539587,1.3297923382581427,-0.2835272797039605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.138028265630794,-10.529202106796411,-19.49586444728053,N/A,1951,3.8318254390633313,-7.797731568998109,30379,4.026983529089477,4.965102619031166
1,TTWO,230.3699951171875,231.9600067138672,228.75,-0.19496239179957453,0.7434280674573673,-0.6807948264244983,1.0939245147129775,-0.6859730901290084,1.423253883755681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.30799995186478,N/A,N/A,N/A,6805,N/A,N/A,93023,N/A,N/A
1,WELL,167.7100067138672,167.74000549316406,166.07000732421875,1.1275991421071374,1.0362077015377649,0.6842733180574482,0.25101491188168257,1.2004882068440828,0.9789617807523828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.039663044393606,N/A,N/A,N/A,1412,N/A,N/A,24209,N/A,N/A
1,OMER,4.309999942779541,4.394999980926514,4.275000095367432,-1.5981773934339742,2.863959043444189,-1.4574003736436068,2.20929734831977,0.35210952299720566,3.762141119266467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3789,N/A,N/A,56383,N/A,N/A
1,FIVN,26.559999465942383,26.6299991607666,26.040000915527344,2.193150057114047,3.145628993951001,-0.560125175626706,1.5636912972888217,0.5793801831408214,2.1136483920409543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2899,N/A,N/A,93725,N/A,N/A
1,ABNB,129.25,130.14999389648438,126.9499969482422,1.8598791249928,3.4330993493584407,1.0481295129970405,2.804103842930893,0.4351229554777263,2.5319989056411476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.93762068197613,N/A,N/A,N/A,18743,N/A,N/A,297189,N/A,N/A
1,VRM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,998,N/A,N/A,3560,N/A,N/A
1,JPM,298.8901062011719,301.06500244140625,297.04998779296875,0.10721066051538389,2.275566722221526,0.7782728402739697,2.6369673143645698,1.2095358749467633,3.4044624058628763,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.75016141013507,N/A,N/A,N/A,39714,N/A,N/A,735979,N/A,N/A
1,BOX,32.060001373291016,33.779998779296875,31.11000061035156,2.8883232679272717,1.7132008492542279,6.7804600439253795,6.702880061405334,-0.16045968326505927,-0.13802608977182754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.629729919036727,-26.154870863793555,-15.964155008438926,N/A,9413,59.299373836520566,84.53244461870221,59782,32.55432372505543,41.73403826548757
1,HASI,28.020000457763672,28.26000022888184,27.959999084472656,-0.21367331234116477,0.5021567475299048,-1.3268127404498038,0.8565302184057224,0.0,1.048062910658122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3033,-3.683709114004446,-31.286814680561847,31301,0.12795495985413133,1.0133281698776908
