Rank,Ticker,Latest Close,Latest High,Latest Low,Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Realised Volatility 30d (%),Realised Volatility 60d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
244,HLIT,9.484999656677246,9.574999809265137,9.359999656677246,0.6900167713042628,8.276248959504333,0.6834866332168668,5.104282877190506,0.862068168189925,7.7100127577266555,37.71934188348152,41.61572044903277,42.10525277481809,-5.933513258222763,-4.8286305749023875,39.982494019994064,64.5854747690269,51.31003205298431,48.20717131474104,39.26963662444321,43.51690305449517,49.50430982402255,47.270723223455526,N/A,N/A,-5.165470448637436,460,N/A,N/A,3306,N/A,N/A
212,BB,3.859999895095825,3.930000066757202,3.839999914169312,1.3123347261734417,5.753419020315209,2.879584697296714,7.377048486195129,2.9490588346739224,7.865167862085845,32.337221408783186,42.07210303801337,46.559430552844205,-3.3406897470458614,-8.153788146350003,37.722849312758086,80.1150637197087,59.173598891340184,43.42629482071713,30.894591103405517,65.320277166702,59.13292376873818,N/A,,,N/A,10283,5.705180921052631,24.97569275644142,296005,2.5761424398155044,2.200378411225279
144,INSM,132.98500061035156,133.77999877929688,131.5449981689453,0.6166319533155166,2.7307869798736037,1.1110280763569147,2.8602193530160687,2.689298908109218,3.2292222034958225,32.770553252377034,61.10428177024922,56.12915245831359,-0.022172675578157983,-1.1563968500214807,37.548854844192576,132.3830897762071,56.948738727240375,88.04780876494024,79.3749601441648,48.374736559880695,46.182139403054926,38.95127716610933,N/A,N/A,17.177875292204263,5566,N/A,N/A,73155,N/A,N/A
353,POST,113.08999633789062,113.16999816894533,111.91999816894533,0.7124369185508295,2.214386263338511,0.19477753576561632,0.550861928366554,0.03575341125256431,1.7084671372014713,22.287726153136152,20.86810960901368,20.69943615865463,-1.012035166878458,1.0348454193576584,13.82270168721427,23.046693513264888,18.71155976346282,68.12749003984064,65.49806082619176,21.25124290048471,19.71089042247321,28.560197681975268,0.7646216372468623,-23.965481732245138,-7.860761523320637,393,1.0282776349614395,63.07053941908713,2575,-0.348297213622291,9.388275276125743
225,NTRA,163.11000061035156,165.58999633789062,163.0800018310547,-1.5690097146668254,1.5376003673355907,-0.1627904687491519,2.6577327941427016,0.5673397559007832,4.064829841286595,40.42425326607994,37.06288122113098,44.70397978560156,-0.5145136295504926,-0.7577730659953249,39.82675067689511,57.03657325348451,47.19536904289273,55.77689243027888,46.680919653873154,44.026701535598455,46.20843349514319,46.19531823897073,N/A,N/A,-1.491338453369167,978,N/A,N/A,16948,N/A,N/A
346,ORA,92.16999816894533,92.30999755859376,91.44000244140624,0.6442414567528283,-0.11920309038433478,-0.1514325519413653,-1.0186624017539587,1.3297923382581427,-0.2835272797039605,22.510797841105923,24.766423931387,25.253541523415045,-0.13995712045776548,2.5455657817454074,21.879833940543165,30.2769111947094,26.15926845659902,51.39442231075697,50.32859271233311,27.499961313131514,25.745134157279736,32.138028265630794,-10.529202106796411,-19.49586444728053,-6.884486742215749,1951,3.8318254390633313,-7.797731568998109,30379,4.026983529089477,4.965102619031166
313,TTWO,230.3699951171875,231.9600067138672,228.75,-0.19496239179957453,0.7434280674573673,-0.6807948264244983,1.0939245147129775,-0.6859730901290084,1.423253883755681,24.31209122698982,21.495768313396084,31.10399602180146,-0.15569728053274295,-0.9394553585968487,21.911052023994177,38.70788986754922,29.140713616295816,69.32270916334662,60.28706142868248,31.957672802161508,29.5441677576734,40.30799995186478,N/A,N/A,-9.204003930063319,6805,N/A,N/A,93023,N/A,N/A
350,WELL,167.7100067138672,167.74000549316406,166.07000732421875,1.1275991421071374,1.0362077015377649,0.6842733180574482,0.25101491188168257,1.2004882068440828,0.9789617807523828,19.405478768630694,18.828991145300016,23.041496975129224,0.186707010346429,-0.4681399906768728,14.749727967618032,25.855680174734,21.264755900994317,66.93227091633466,63.624515390300814,22.58166329285421,21.9755457743302,25.039663044393606,N/A,N/A,-1.9981660692643821,1412,N/A,N/A,24209,N/A,N/A
12,OMER,4.309999942779541,4.394999980926514,4.275000095367432,-1.5981773934339742,2.863959043444189,-1.4574003736436068,2.20929734831977,0.35210952299720566,3.762141119266467,72.67745716262083,75.37484280521237,117.10005126447408,-0.5634688278311838,-0.39572044937774925,58.42947988416463,147.26732696020522,113.50609546280573,66.53386454183267,58.285470689338126,110.93687903655191,118.73836395767444,N/A,N/A,N/A,N/A,3789,N/A,N/A,56383,N/A,N/A
145,FIVN,26.559999465942383,26.6299991607666,26.040000915527344,2.193150057114047,3.145628993951001,-0.560125175626706,1.5636912972888217,0.5793801831408214,2.1136483920409543,55.55240863329208,48.529855651545695,55.88639749519313,-2.597524563256441,-0.9352708232815393,40.417794825944455,68.31531417941764,55.47825227204676,80.87649402390437,61.74949956228972,50.760344995839056,49.14612234034857,N/A,N/A,N/A,N/A,2899,N/A,N/A,93725,N/A,N/A
